group_id,difficulty,architecture,num_candidates,target_idx,group_file
393,Adversarial,finfet_7nm,20,1,data/pace_train\groups\group_00393.npz
394,Easy,dram_1x,20,0,data/pace_train\groups\group_00394.npz
395,Medium,dram_dense,20,3,data/pace_train\groups\group_00395.npz
396,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00396.npz
397,Adversarial,finfet_7nm,20,12,data/pace_train\groups\group_00397.npz
398,Easy,dram_1x,20,0,data/pace_train\groups\group_00398.npz
399,Medium,dram_dense,20,13,data/pace_train\groups\group_00399.npz
400,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00400.npz
401,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00401.npz
402,Easy,dram_1x,20,0,data/pace_train\groups\group_00402.npz
403,Medium,dram_dense,20,0,data/pace_train\groups\group_00403.npz
404,Hard,finfet_10nm,20,10,data/pace_train\groups\group_00404.npz
405,Adversarial,finfet_7nm,20,2,data/pace_train\groups\group_00405.npz
406,Easy,dram_1x,20,0,data/pace_train\groups\group_00406.npz
407,Medium,dram_dense,20,0,data/pace_train\groups\group_00407.npz
408,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00408.npz
409,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00409.npz
410,Easy,dram_1x,20,0,data/pace_train\groups\group_00410.npz
411,Medium,dram_dense,20,0,data/pace_train\groups\group_00411.npz
412,Hard,finfet_10nm,20,2,data/pace_train\groups\group_00412.npz
413,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00413.npz
414,Easy,dram_1x,20,1,data/pace_train\groups\group_00414.npz
415,Medium,dram_dense,20,0,data/pace_train\groups\group_00415.npz
416,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00416.npz
417,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00417.npz
418,Easy,dram_1x,20,0,data/pace_train\groups\group_00418.npz
419,Medium,dram_dense,20,0,data/pace_train\groups\group_00419.npz
420,Adversarial,finfet_7nm,20,2,data/pace_train\groups\group_00420.npz
421,Easy,dram_1x,20,0,data/pace_train\groups\group_00421.npz
422,Medium,dram_dense,20,0,data/pace_train\groups\group_00422.npz
423,Hard,finfet_10nm,20,1,data/pace_train\groups\group_00423.npz
424,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00424.npz
425,Easy,dram_1x,20,0,data/pace_train\groups\group_00425.npz
426,Medium,dram_dense,20,0,data/pace_train\groups\group_00426.npz
427,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00427.npz
428,Easy,dram_1x,20,9,data/pace_train\groups\group_00428.npz
429,Medium,dram_dense,20,0,data/pace_train\groups\group_00429.npz
430,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00430.npz
431,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00431.npz
432,Easy,dram_1x,20,0,data/pace_train\groups\group_00432.npz
433,Medium,dram_dense,20,0,data/pace_train\groups\group_00433.npz
434,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00434.npz
435,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00435.npz
436,Easy,dram_1x,20,0,data/pace_train\groups\group_00436.npz
437,Medium,dram_dense,20,0,data/pace_train\groups\group_00437.npz
438,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00438.npz
439,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00439.npz
440,Easy,dram_1x,20,0,data/pace_train\groups\group_00440.npz
441,Medium,dram_dense,20,0,data/pace_train\groups\group_00441.npz
442,Hard,finfet_10nm,20,13,data/pace_train\groups\group_00442.npz
443,Adversarial,finfet_7nm,20,12,data/pace_train\groups\group_00443.npz
444,Easy,dram_1x,20,1,data/pace_train\groups\group_00444.npz
445,Medium,dram_dense,20,0,data/pace_train\groups\group_00445.npz
446,Hard,finfet_10nm,20,0,data/pace_train\groups\group_00446.npz
447,Adversarial,finfet_7nm,20,0,data/pace_train\groups\group_00447.npz
