pair_id,attempt,self_amb,preset,kind,z,theta,severity,hard,present,p_preset,p_kind,p_zone_mat_nm,p_zone_strip_nm,p_zone_phase_x,p_zone_phase_y,p_linewidth_bias_nm,p_bl_pitch,p_wl_pitch,p_bl_w,p_wl_w,p_cont_r,drift_dx,drift_dy,corner_max_nm,v_ship,v_reason,v_peak_err,v_peak_val,v_margin,v_ncc_at_gt,v_grad_ncc_at_gt,v_prominence,v_competitor,v_gt_rank,v_rec_1px,v_rec_2px,v_rec_5px,v_degraded_floor,p_decoy_preset,v_absent_peak,DROPPED,p_fin_pitch,p_gate_pitch,p_fin_w,p_gate_w
v00055,0.0,0.26963937282562256,finfet_10nm,finfet,11.887112550052017,1.6239550102690892,1.0,periodic,True,finfet_10nm,finfet,1617.7807147934711,221.03623609960283,523.6201463292828,990.1109580746792,2.5198438238069034,,,,,17.5198438238069,0.07162347609257423,-0.28225912475595477,6109.606879945159,True,ok,1.0328211626581285,0.9150421023368835,0.17838770151138306,0.9150421023368835,0.7454373240470886,0.8383341729640961,0.7366544008255005,1,0,1,1,0,,,,44.0,128.0,17.5198438238069,46.5198438238069
v00056,0.0,0.38085997104644775,dram_loose,dram,9.574672015121882,-4.672530991394948,1.0,periodic,True,dram_loose,dram,1374.9003172922219,236.1344710194277,110.02903430049224,104.67739668597189,-1.1361361200528202,86.0,118.0,32.86386387994718,40.86386387994718,21.86386387994718,0.009583264050511563,0.19497768753090047,5161.405241289458,True,ok,0.7442997816031303,0.9340413212776184,0.1985657811164856,0.9340413212776184,0.8452682495117188,0.7998755723237991,0.7354755401611328,1,1,1,1,0,,,,,,,
v00057,0.0,0.3371726870536804,dram_compact,dram,11.242455028801526,2.816907658999641,0.0,periodic,True,dram_compact,dram,1701.9447986712098,172.84547122923775,1749.1563801070604,1118.252231975079,-2.143649775972269,56.0,56.0,19.856350224027732,19.856350224027732,11.85635022402773,0.0,0.0,5890.687734695894,True,ok,0.46705171939296497,0.9613824486732483,0.19163036346435547,0.9613824486732483,0.9041591286659241,0.8770327270030975,0.7697520852088928,1,1,1,1,0,,,,,,,
v00058,0.0,0.2632986307144165,dram_1x,dram,9.265950617162355,2.8234556912000173,1.0,periodic,True,dram_1x,dram,1748.4254212042326,233.30701070725434,976.2313108089496,218.66261672937446,1.625526167514242,64.0,88.0,27.62552616751424,33.625526167514245,18.62552616751424,-0.2729246983676102,0.04718408615120439,4855.565270959544,True,ok,0.6394499996285892,0.9232869148254395,0.14213478565216064,0.9232869148254395,0.8028433322906494,0.7698164731264114,0.7811521291732788,1,1,1,1,0,,,,,,,
v00059,1.0,0.25172507762908936,finfet_10nm,finfet,8.422315043976262,-3.3869673444936508,0.0,periodic,True,finfet_10nm,finfet,1738.2362847669817,215.05412894239677,1149.7604350947665,1561.849343712345,0.8015586442312859,,,,,15.801558644231285,0.0,0.0,4452.594139139393,True,ok,0.9755729137362719,0.9616468548774719,0.19761765003204346,0.9616468548774719,0.8763188123703003,0.8513359874486923,0.7640292048454285,1,1,1,1,0,,,,44.0,128.0,15.801558644231285,44.801558644231285
v00060,0.0,0.319538414478302,dram_wide,dram,8.468234276215231,-3.8377325745270054,1.0,periodic,True,dram_wide,dram,1292.3155224329246,177.52910916580316,1237.4816516123558,1045.1148836434695,-2.391441379260267,104.0,76.0,41.608558620739736,25.608558620739732,18.608558620739732,0.05359678149564849,0.09108427105524806,4508.016258677647,True,ok,0.3515527201614027,0.9508746862411499,0.25473690032958984,0.9508746862411499,0.8310652375221252,0.8098076581954956,0.6961377859115601,1,1,1,1,0,,,,,,,
v00061,0.0,0.17756402492523193,finfet_45nm,finfet,9.566595807350673,-4.482697739401611,1.0,periodic,True,finfet_45nm,finfet,1609.318193435058,186.20220690944512,402.64918345259366,1723.4363326735433,-0.41536788207610686,,,,,40.584632117923896,-0.07944760814829245,-0.0694923372491453,5142.518903500467,True,ok,0.9692771968832377,0.956871747970581,0.1774185299873352,0.956871747970581,0.8314496874809265,0.8819530010223389,0.7794532179832458,1,1,1,1,0,,,,136.0,330.0,49.584632117923896,117.58463211792389
v00062,1.0,0.32430505752563477,finfet_45nm,finfet,11.648206138543783,-0.4709419175917571,1.0,periodic,True,finfet_45nm,finfet,1427.6423243776592,154.14922001503913,1527.8994046595687,840.1201906911971,1.7957935325395202,,,,,42.79579353253952,0.05719941345839862,-0.022294372804274723,5871.776932987994,True,ok,0.9422523248293596,0.960242509841919,0.35820597410202026,0.960242509841919,0.8557447195053101,0.9143395610153675,0.6020365357398987,1,1,1,1,0,,,,136.0,330.0,51.79579353253952,119.79579353253952
v00063,0.0,0.36190271377563477,dram_wide,dram,11.372286834383488,0.2901190329038519,1.0,periodic,True,dram_wide,dram,1398.1308875797208,169.94709982479495,169.98207948033271,402.3732190539829,-0.3501987442253087,104.0,76.0,43.64980125577469,27.64980125577469,20.64980125577469,-0.05335764099924579,0.13774983259263263,5714.862370896392,True,ok,0.7090052530868253,0.9324836730957031,0.22055280208587646,0.9324836730957031,0.8088908195495605,0.8797193169593811,0.7119308710098267,1,1,1,1,0,,,,,,,
v00064,0.0,0.2992016673088074,dram_1x,dram,8.77855109686471,-4.553325640416556,0.0,periodic,True,dram_1x,dram,1591.1941500200296,173.48526597139306,1374.0298366785528,576.6586564235571,-1.6883490578921823,64.0,88.0,24.311650942107818,30.311650942107818,15.311650942107818,0.0,0.0,4723.873447183176,True,ok,1.187769306970195,0.9388980865478516,0.2007485032081604,0.9388980865478516,0.8511214852333069,0.8661871552467346,0.7381495833396912,1,0,1,1,0,,,,,,,
v00065,1.0,0.3798571825027466,dram_loose,dram,11.969819822039357,-1.5803042813709012,1.0,periodic,True,dram_loose,dram,1405.7388567551677,150.20908574946878,521.9647756273639,1544.6045186204228,2.2907043101208653,86.0,118.0,36.290704310120866,44.290704310120866,25.290704310120866,0.01831772171634252,-0.14917209008411736,6147.6855166759,True,ok,0.07704744707974454,0.879094660282135,0.22520172595977783,0.879094660282135,0.7464642524719238,0.8594275880604982,0.6538929343223572,1,1,1,1,0,,,,,,,
v00066,0.0,0.25887101888656616,finfet_14nm,finfet,10.716204063256171,-3.9904722343808063,1.0,periodic,True,finfet_14nm,finfet,1457.1061367710056,182.61868192758513,248.3202856875981,8.15506658842654,-2.2417703588125057,,,,,15.758229641187494,0.16524099747346255,-0.1355128345139613,5717.985509195665,True,ok,0.22408976463970104,0.9132546782493591,0.15112239122390747,0.9132546782493591,0.7188804745674133,0.9023752100765705,0.7621322870254517,1,1,1,1,0,,,,56.0,156.0,16.758229641187494,51.7582296411875
v00067,0.0,0.31158459186553955,finfet_28nm,finfet,11.505762384020258,0.23753560403991347,1.0,periodic,True,finfet_28nm,finfet,1211.7156399264281,230.74966694878253,671.6893423885487,1338.1031587907412,2.5889241462186217,,,,,31.588924146218623,0.130503227615558,0.09517075309737705,5776.681855475216,True,ok,0.7102541046585621,0.9518154859542847,0.2457793951034546,0.9518154859542847,0.8189917206764221,0.874831072986126,0.7060360908508301,1,1,1,1,0,,,,94.0,240.0,36.58892414621862,86.58892414621862
v00068,0.0,0.21727120876312256,dram_legacy,dram,11.0045166158789,-2.321694507696103,1.0,periodic,True,dram_legacy,dram,1325.547617144826,234.29669351259253,570.0586571309685,1428.4818665413507,-1.1026051501738947,128.0,150.0,50.89739484982611,56.89739484982611,28.897394849826107,-0.025464065284611568,-0.18988730615573754,5720.638830894447,True,ok,0.4567404378710658,0.9586922526359558,0.23020219802856445,0.9586922526359558,0.8656836152076721,0.8210861682891846,0.7284900546073914,1,1,1,1,0,,,,,,,
v00069,0.0,0.36377662420272827,dram_dense,dram,8.476723909416087,-0.8858718996047656,0.0,periodic,True,dram_dense,dram,1073.3710755359907,140.46558998746994,803.9269969546052,265.37386833666443,0.9904914856214185,48.0,66.0,20.99049148562142,24.99049148562142,13.990491485621419,0.0,0.0,4303.383685254958,True,ok,0.3747112024943075,0.9450907707214355,0.24598336219787598,0.9450907707214355,0.8901575803756714,0.9063377045094967,0.6991074085235596,1,1,1,1,0,,,,,,,
v00070,0.0,0.2990586757659912,finfet_14nm,finfet,8.549587828422608,3.6144821324036034,1.0,periodic,True,finfet_14nm,finfet,1271.5052747296922,200.34075006272167,857.1527834038941,59.19751917714215,-2.242135197019943,,,,,15.757864802980057,0.023057276726145836,0.20176468497170488,4535.785494194075,True,ok,1.3139756154663638,0.9362701773643494,0.19621175527572632,0.9362701773643494,0.7431955337524414,0.8084329962730408,0.740058422088623,1,0,1,1,0,,,,56.0,156.0,16.75786480298006,51.75786480298006
v00071,0.0,-1.0,dram_wide,dram,9.085936036417426,-4.877856778070711,1.0,periodic,False,dram_wide,dram,1378.3586109759449,167.36494599284606,909.139376255625,1457.30195058937,0.5781840696548304,104.0,76.0,44.57818406965483,28.57818406965483,21.57818406965483,-0.12160879113074971,-0.09263872530079129,4912.811453994023,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,dram_compact,0.10003938525915146,,,,,
v00072,0.0,0.31668442487716675,finfet_28nm,finfet,10.668186477895262,0.9345487292889452,1.0,periodic,True,finfet_28nm,finfet,1241.0554305907617,222.55803540006244,639.7974007498841,26.237765393316902,-1.1564202372132624,,,,,27.84357976278674,0.005891966024703959,-0.021427212922806145,5420.383977298618,True,ok,1.152821163125623,0.9612488746643066,0.19622009992599487,0.9612488746643066,0.8556093573570251,0.8785554692149162,0.7650287747383118,1,0,1,1,0,,,,94.0,240.0,32.84357976278674,82.84357976278673
v00073,0.0,-1.0,finfet_14nm,finfet,8.227489369468621,-4.678313256731742,0.0,periodic,False,finfet_14nm,finfet,1192.2099245169131,232.0260048646277,1219.6732992814805,1203.276974921535,0.14568454898066793,,,,,18.145684548980668,0.0,0.0,4435.561286038521,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,finfet_28nm,0.27105239033699036,,56.0,156.0,19.145684548980668,54.14568454898067
v00074,2.0,0.33134812116622925,finfet_45nm,finfet,9.855108948987734,-1.5751363181082034,0.0,periodic,True,finfet_45nm,finfet,1656.465640064567,194.300033414974,1393.3031052514498,513.2253899254933,1.7477472663623117,,,,,42.74774726636231,0.0,0.0,5061.140425976433,True,ok,0.5651933252789954,0.9749335646629333,0.3219758868217468,0.9749335646629333,0.9034793376922607,0.8662037029862404,0.6529576778411865,1,1,1,1,0,,,,136.0,330.0,51.74774726636231,119.74774726636231
v00075,1.0,0.43612807989120483,finfet_45nm,finfet,8.42092689258001,-4.189048804251751,4.0,degraded,True,finfet_45nm,finfet,2208.4178834793033,351.30740784227675,694.5261786285511,2152.367511838485,-2.7552547063978254,,,,,38.24474529360217,0.03229966966366319,0.22718653871876343,4506.77915657062,True,ok,0.15434199757189013,0.902625560760498,0.22259080410003662,0.902625560760498,0.5167478919029236,0.5657181739807129,0.6800347566604614,1,1,1,1,0,,,,136.0,330.0,47.24474529360217,115.24474529360218
v00076,1.0,0.17195475101470947,finfet_28nm,finfet,8.239875830948904,4.534512751371478,3.0,degraded,True,finfet_28nm,finfet,3381.355449296021,357.9393554858575,1922.797793280291,1237.667180082036,1.9105821362462034,,,,,30.910582136246205,0.07830317712301145,0.26261293244692935,4432.762650333585,True,ok,0.18163145688714022,0.899490237236023,0.2259596586227417,0.899490237236023,0.4990778863430023,0.5366954505443573,0.6735305786132812,1,1,1,1,0,,,,94.0,240.0,35.910582136246205,85.9105821362462
v00077,2.0,0.31891655921936035,finfet_28nm,finfet,8.910737091726318,-0.042605554632391573,4.0,degraded,True,finfet_28nm,finfet,2517.601206728565,335.2576428457475,333.1233065126971,404.6030307354166,1.4810946347846183,,,,,30.48109463478462,0.048998528540013665,0.004931180273801967,4458.680357921013,True,ok,0.08060895411117083,0.8058215379714966,0.16537922620773315,0.8058215379714966,0.26640990376472473,0.572181299328804,0.6404423117637634,1,1,1,1,0,,,,94.0,240.0,35.48109463478462,85.48109463478463
v00078,0.0,0.19126325845718384,finfet_45nm,finfet,11.130419798067791,4.1574194748004025,3.0,degraded,True,finfet_45nm,finfet,2111.9108540953926,308.8888156773737,599.3592561104148,2417.097097047869,-2.3720894547045415,,,,,38.62791054529546,0.1256483313897254,-0.28444173947127865,5954.026809612804,True,ok,0.9002822232542272,0.8838902711868286,0.1727411150932312,0.8838902711868286,0.46811413764953613,0.6565947085618973,0.7111491560935974,1,1,1,1,0,,,,136.0,330.0,47.62791054529546,115.62791054529546
v00079,3.0,0.2980985641479492,dram_legacy,dram,10.47622579923627,-1.2557843468706107,3.0,degraded,True,dram_legacy,dram,2749.5170798863883,282.00187217700835,899.6792188169829,1291.7872804638216,-2.525853990065349,128.0,150.0,49.47414600993465,55.47414600993465,27.47414600993465,-0.45669247109580946,-0.4758641854435324,5351.652330462932,True,ok,0.3274672373340877,0.8847615122795105,0.13688939809799194,0.8847615122795105,0.47913458943367004,0.6946120709180832,0.7478721141815186,1,1,1,1,0,,,,,,,
v00080,,,,,,,,,,,,,,,,,,,,,,,,,False,thin_margin,0.6094039549427868,0.8472347855567932,0.05759537220001221,0.8472347855567932,0.43718093633651733,0.5222703218460083,0.789639413356781,1,1,1,1,0,,,True,,,,
v00081,1.0,0.39173805713653564,dram_wide,dram,9.311489811921295,-2.615828643907415,3.0,degraded,True,dram_wide,dram,2712.9038494043834,303.151225060146,2899.1235777173492,271.0872133780205,-1.268838955845046,104.0,76.0,42.73116104415495,26.731161044154955,19.731161044154955,0.3886595142477425,0.4289716305360997,4863.3769918612925,True,ok,0.9131673435762174,0.8784219026565552,0.14636611938476562,0.8784219026565552,0.4718717336654663,0.5996326804161072,0.7320557832717896,1,1,1,1,0,,,,,,,
v00082,0.0,-1.0,dram_legacy,dram,9.023594387114494,-2.918679386281359,4.0,degraded,False,dram_legacy,dram,3252.7441543247605,438.3541609369317,650.7701372196992,2746.7065068707425,-1.3920128251652344,128.0,150.0,50.60798717483477,56.60798717483477,28.607987174834765,0.3115225312000945,-0.14365196136494565,4735.678646000704,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,dram_1x,0.10157402604818344,,,,,
v00083,2.0,0.17727577686309814,dram_legacy,dram,8.886209699252774,-2.1991822516550954,3.0,degraded,True,dram_legacy,dram,3327.612749201685,382.552706481032,1882.3946789976208,1691.6574217220348,-4.413180351249687,128.0,150.0,47.586819648750314,53.586819648750314,25.586819648750314,-0.20910633228846148,-0.4423122831378991,4610.330037492262,True,ok,0.47266110012304136,0.9054982662200928,0.1740356683731079,0.9054982662200928,0.5252686142921448,0.4879300892353058,0.7314625978469849,1,1,1,1,0,,,,,,,
v00084,1.0,0.3135884404182434,dram_wide,dram,8.343428899136901,1.7804785486798194,3.0,degraded,True,dram_wide,dram,2804.8817649428565,426.98864062743627,590.6038346458236,974.9601068324533,-1.255377859596113,104.0,76.0,42.744622140403884,26.744622140403887,19.744622140403887,1.0523328998691002,0.7831557263847724,4299.3164157338915,True,ok,0.28764927863145917,0.8994226455688477,0.13879960775375366,0.8994226455688477,0.49991363286972046,0.47441014647483826,0.760623037815094,1,1,1,1,0,,,,,,,
v00085,,,,,,,,,,,,,,,,,,,,,,,,,False,peak_off,214.7105813214225,0.705111563205719,-0.39342930912971497,0.31168225407600403,0.03459157049655914,0.3218354173004627,0.705111563205719,-1,0,0,0,1,,,True,,,,
v00086,0.0,-1.0,finfet_45nm,finfet,8.621626404904818,-1.7157687561927149,4.0,degraded,False,finfet_45nm,finfet,1864.73317740095,269.9930738428562,1444.228999430298,88.0360573449713,-0.27753041129831135,,,,,40.72246958870169,0.5238491303014857,1.54200488849317,4437.95199966406,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,finfet_14nm,0.3680555522441864,,136.0,330.0,49.72246958870169,117.72246958870168
v00087,4.0,0.16808795928955078,dram_wide,dram,8.276141987264108,0.8972686007560249,4.0,degraded,True,dram_wide,dram,2235.588590616016,328.3682737463863,1814.4942003605609,1016.1840115147484,0.13043747714133408,104.0,76.0,44.130437477141335,28.130437477141335,21.130437477141335,1.4676991298689972,-1.0680991862247937,4202.36433263061,True,ok,0.560609451814411,0.8426576256752014,0.13642358779907227,0.8426576256752014,0.30650219321250916,0.4803068935871124,0.7062340378761292,1,1,1,1,0,,,,,,,
v00088,0.0,-1.0,dram_wide,dram,10.591854415470777,-3.2562820524865543,3.0,degraded,False,dram_wide,dram,2672.026906225947,281.8163312012151,1100.502013766433,894.3943516994764,2.0570269452743553,104.0,76.0,46.05702694527436,30.057026945274355,23.057026945274355,0.1357106436845703,-0.37940666095554504,5588.197260279802,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,dram_legacy,0.3086529076099396,,,,,
v00089,3.0,0.3392062187194824,finfet_45nm,finfet,10.538538998757442,4.788791463849778,4.0,degraded,True,finfet_45nm,finfet,1840.369936047799,257.06136917982485,212.35968127399923,838.2512869523822,1.723392957829741,,,,,42.72339295782974,-0.5702624906818894,1.0066346302486104,5690.769493705785,True,ok,0.7275885386948819,0.8470638990402222,0.13454347848892212,0.8470638990402222,0.3692597448825836,0.6734717041254044,0.7125204205513,1,1,1,1,0,,,,136.0,330.0,51.72339295782974,119.72339295782974
v00090,0.0,-1.0,dram_dense,dram,8.405113245398594,2.8274738755642472,3.0,degraded,False,dram_dense,dram,2822.307592653994,406.5873940827897,1159.7737213336586,2005.8418743567117,0.45208012455668634,48.0,66.0,20.452080124556687,24.452080124556687,13.452080124556687,-0.19973575053375398,0.046404400867201205,4404.747084558827,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,dram_compact,0.2521255612373352,,,,,
v00091,,,,,,,,,,,,,,,,,,,,,,,,,False,peak_off,479.67605106307786,0.5908583402633667,-0.09105092287063599,0.4998074173927307,0.06654131412506104,0.3445967435836792,0.5908583402633667,7,0,0,0,0,,,True,,,,
v00092,0.0,-1.0,dram_1x,dram,10.28305548562573,-1.4921647750996203,4.0,degraded,False,dram_1x,dram,3025.231861203609,350.1002550049685,3188.5668160521545,2772.0837208219136,1.1435470889493753,64.0,88.0,27.143547088949376,33.143547088949376,18.143547088949376,0.13632472766746337,1.404725299410799,5273.6708660692075,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,dram_wide,0.42735597491264343,,,,,
v00093,0.0,0.21809113025665283,finfet_45nm,finfet,10.22942671742068,-2.991774260256438,4.0,degraded,True,finfet_45nm,finfet,2869.317523063757,304.8316282635835,1979.2785133097004,2473.489224139789,1.595561233800905,,,,,42.59556123380091,0.7892986216934295,-0.6496755159871562,5374.692317413423,True,ok,0.7408027234212424,0.7824144959449768,0.15238064527511597,0.7824144959449768,0.12489523738622665,0.5391608625650406,0.6300338506698608,1,1,1,1,0,,,,136.0,330.0,51.59556123380091,119.59556123380091
v00094,0.0,-1.0,dram_1x,dram,11.424760975596957,-3.1706876843316234,4.0,degraded,False,dram_1x,dram,2640.512646509801,360.00221194386296,2761.2760378286594,2647.761737662606,2.5137926929624284,64.0,88.0,28.51379269296243,34.513792692962426,19.51379269296243,0.6285403020442949,-1.1451408606851687,6019.591685448995,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,dram_legacy,0.4259762465953827,,,,,
v00095,0.0,0.2509872317314148,finfet_28nm,finfet,10.807142252348244,4.644633524428777,3.0,degraded,True,finfet_28nm,finfet,2320.327054170535,271.979348545915,876.1746906231442,2024.5750367934456,-1.1637002334271735,,,,,27.836299766572825,-0.17337957773424828,0.07504744914338267,5823.382637270834,True,ok,0.9693456421146873,0.8646950125694275,0.13727319240570068,0.8646950125694275,0.4211103618144989,0.7149134874343872,0.7274218201637268,1,1,1,1,0,,,,94.0,240.0,32.83629976657283,82.83629976657282
v00096,0.0,-1.0,finfet_28nm,finfet,11.308272835364303,-2.043396672714141,4.0,degraded,False,finfet_28nm,finfet,2888.5243447244256,276.8298143661037,1749.0546319102057,3112.4049989203927,-0.3748752080967085,,,,,28.625124791903293,-0.032375967505710604,0.118684551110236,5852.147367886482,True,absent_ok,-1.0,,-1.0,-1.0,-1.0,,,-1,0,0,0,0,finfet_45nm,0.5587295889854431,,94.0,240.0,33.62512479190329,83.62512479190329
v00097,0.0,0.4281613826751709,finfet_22nm,finfet,9.541922021876942,-2.239452668738078,3.0,degraded,True,finfet_22nm,finfet,2806.7473458683194,375.30934181586514,1670.8244407590428,217.11284588888574,-6.245338413943756,,,,,17.754661586056244,0.8661871464181305,0.050588579877773196,4953.746631396923,True,ok,0.6507724977951841,0.9115235209465027,0.14875662326812744,0.9115235209465027,0.4902593493461609,0.5649602115154266,0.7627668976783752,1,1,1,1,0,,,,76.0,196.0,20.754661586056244,61.754661586056244
v00098,,,,,,,,,,,,,,,,,,,,,,,,,False,peak_off,217.72679736815977,0.8035904169082642,-0.17484915256500244,0.6287412643432617,0.035342246294021606,0.47320418059825897,0.8035904169082642,16,0,0,0,0,,,True,,,,
v00099,5.0,0.2282630205154419,finfet_45nm,finfet,11.007408250886744,2.685971737284161,4.0,degraded,True,finfet_45nm,finfet,3797.231362597327,475.41338682906314,406.49463959074,2425.4379280229646,-2.0500904477734605,,,,,38.949909552226536,-0.01949036868162823,-0.8273328608701298,5755.571569760682,True,ok,0.956497434319653,0.8927847146987915,0.1368756890296936,0.8927847146987915,0.4200097918510437,0.5025350451469421,0.7559090256690979,1,1,1,1,0,,,,136.0,330.0,47.949909552226536,115.94990955222654
