pair_id,set_type,gt_x,gt_y,gt_scale,gt_theta,est_scale,est_theta,raw_gt_available,candidate_top10,candidate_top20,candidate_top50,candidate_top100,candidate_top200,candidate_top500,gt_rank,rank1_error,oracle_error,final_error,winner_found,winner_score,failure_category,retrieval_group
pair_116,SetB,404.1949591067989,597.3564869766575,9.350680345971464,1.5704309804846073,9.4,1.5,1,0,0,0,1,1,1,65,7.282049111317097,0.2145371905078532,-1.0,0,0.3041759101477293,PRESENCE_FALSE_REJECTION,B
pair_117,SetB,463.4485670873985,378.2863714063405,11.227690027321858,4.578546458555724,11.599999999999998,4.75,1,1,1,1,1,1,1,2,0.2671988764641965,0.2671988764641965,-1.0,0,0.561136553148002,PRESENCE_FALSE_REJECTION,A
pair_119,SetB,567.9409966845091,458.0488132422573,10.629159853054103,-4.439489659818224,10.699999999999998,-4.5,1,0,0,0,0,0,0,-1,278.60968152702753,999.0,-1.0,0,0.5651341530991847,PRESENCE_FALSE_REJECTION,C
pair_120,SetB,406.69402532252985,536.5093041663631,9.841559150141318,-3.4541359876566045,9.8,-3.5,1,0,0,0,0,0,0,-1,128.82473174292016,999.0,-1.0,0,0.2514605760449311,PRESENCE_FALSE_REJECTION,C
pair_121,SetB,627.6125774937187,393.331013610427,11.581456633333616,-1.6146532063125385,11.599999999999998,-1.25,1,0,0,0,0,0,0,-1,15.636450403353274,999.0,-1.0,0,0.553741142318981,PRESENCE_FALSE_REJECTION,C
pair_122,SetB,455.3315298427642,564.6009564753156,9.656926149175254,-0.3537882950592212,9.699999999999998,-0.5,1,1,1,1,1,1,1,1,0.099359426674262,0.099359426674262,-1.0,0,0.291177577380041,PRESENCE_FALSE_REJECTION,A
pair_123,SetB,556.7602334876108,478.9354070031733,9.499484087278686,-2.6142756252043875,9.499999999999998,-2.75,1,0,0,0,0,1,1,132,13.418074361598718,0.1130713021113065,13.418074361598718,1,0.5840970647450897,RETRIEVAL_CAP,B
pair_124,SetB,654.7514722101861,534.3109309569012,8.678349002671597,-3.3401636199965115,8.699999999999998,-3.25,1,0,0,0,0,0,0,-1,256.15250720314407,999.0,-1.0,0,0.4603005723506843,PRESENCE_FALSE_REJECTION,C
pair_125,SetB,605.7903195195479,541.5417448911985,10.216530144320108,-3.4545837008371025,10.299999999999995,-3.5,1,0,0,0,1,1,1,80,75.14789915038634,0.5847715364271192,75.14789915038634,1,0.590104312235271,RETRIEVAL_CAP,B
pair_126,SetB,539.2307783768355,480.9993138082922,11.538458871635292,1.1626894443981728,11.599999999999998,1.0,1,1,1,1,1,1,1,1,0.2214709554957251,0.2214709554957251,-1.0,0,0.2570577445704414,PRESENCE_FALSE_REJECTION,A
pair_127,SetB,453.00874129807096,539.592610087729,10.145940923562224,4.8453109991354335,10.4,5.0,1,0,0,0,0,0,0,-1,160.06261522338502,999.0,-1.0,0,0.5089491908029814,PRESENCE_FALSE_REJECTION,C
pair_128,SetB,378.857135586239,390.7316493533143,8.666842403057338,1.518141891487092,8.699999999999998,1.5,1,0,0,0,1,1,1,95,62.35822210013133,0.2112330416418804,-1.0,0,0.3976764367275237,PRESENCE_FALSE_REJECTION,B
pair_129,SetB,382.2169275397297,544.7151733450952,8.57502604342631,-3.3926702383935057,8.599999999999998,-3.25,1,1,1,1,1,1,1,1,0.175985518007375,0.175985518007375,0.175985518007375,1,0.5953697242751634,SUBPIXEL_SUCCESS,A
pair_130,SetB,417.9396141911637,553.708565252627,11.177151775310946,-4.047155614915148,10.999999999999998,-4.25,1,0,0,0,1,1,1,55,77.36292872687949,4.303475970218213,-1.0,0,0.2972807730526609,PRESENCE_FALSE_REJECTION,B
pair_131,SetB,619.3016287670171,408.4185246858992,9.727796683914976,1.268208655739108,9.7,1.0,1,1,1,1,1,1,1,1,0.6804810010919349,0.6804810010919349,-1.0,0,0.5580089906442914,PRESENCE_FALSE_REJECTION,A
pair_133,SetB,592.2283332461886,394.1747816526558,10.754607330372504,4.088421180698935,10.7,4.0,1,1,1,1,1,1,1,4,0.4380339369048517,0.4380339369048517,0.4380339369048517,1,0.6084841021009058,SUBPIXEL_SUCCESS,A
pair_134,SetB,435.90866511952,554.1240882561762,10.986059782278655,-3.544469457508024,10.999999999999998,-3.5,1,0,0,0,0,0,0,-1,248.37406021097144,999.0,-1.0,0,0.458220570081535,PRESENCE_FALSE_REJECTION,C
pair_135,SetB,593.8296018092655,434.1213027584054,8.138823274593188,-0.5501874744635789,8.1,-0.75,1,0,0,0,1,1,1,52,94.35824388442548,0.5297653904654103,94.35824388442548,1,0.584162694126594,RETRIEVAL_CAP,B
pair_136,SetB,386.5466175047172,624.6785633258728,10.030768943847788,-1.7861887227745186,9.999999999999998,-1.75,1,0,0,0,1,1,1,93,275.28870973121366,3.3900291277547594,-1.0,0,0.3599798086395301,PRESENCE_FALSE_REJECTION,B
pair_137,SetB,415.67518684851154,448.6296086679527,11.949802998291268,3.78161965487544,11.999999999999998,3.75,1,0,0,0,0,0,1,346,203.51663636882267,0.8404423338478907,-1.0,0,0.4925313477124765,PRESENCE_FALSE_REJECTION,B
pair_138,SetB,523.1453003858609,492.7075582359928,10.13785344094579,1.9266826266081587,10.099999999999998,2.0,1,0,0,0,0,0,0,-1,405.220973513766,999.0,-1.0,0,0.3083960556445541,PRESENCE_FALSE_REJECTION,C
pair_139,SetB,468.5463345123536,617.0091115777661,9.670912511076502,1.2850031112809193,9.699999999999998,1.0,1,0,0,1,1,1,1,49,0.5278970110768729,0.5278970110768729,0.5278970110768729,1,0.5828034249220355,SUBPIXEL_SUCCESS,A
