pair_id,set_type,gt_found,gt_x,gt_y,v46_cx,v46_cy,v46_score,v46_consensus,ncc,grad,ctx,phase,ncc_pct,grad_pct,ctx_pct,phase_pct,prom5_ncc,prom10_ncc,prom20_ncc,prom5_grad,prom10_grad,z5_ncc,z10_ncc,comp10,comp20,comp40,d1,d2,dist_center,dist_border,curve_x,curve_y,sharpness,v25_cx,v25_cy,v25_found,v25_presence_score,v25_ml_score,v25_ncc,dist_v25_v46,delta_ncc,pop,is_correct,oof_lr,oof_hgb2,oof_hgb3,oof_hand
pair_046,SetA,1,443.0353460101062,368.1839792604088,955.5,543.5,0.7827078,4,0.74970484,0.5512374,0.7597378,0.65277094,99.99915839489071,99.99927862419206,99.99764345733983,94.5986,0.69353956,0.72176987,0.7580603,0.55323195,0.55351657,1.8774946,1.9515988,0,0,0,98.08159868191385,105.30906893520614,0.9151447972862,44.5,0.0,0.0,0.0,0.0,0.0,0,0.5699930582650842,0.0003433068787148,0.7537648677825928,1099.259978349071,-0.0040600299835205,D,0,0.06149600514717271,0.01650691499524666,0.014134552133225396,0.8
pair_047,SetA,1,500.265199440106,488.8036102103926,500.0,489.0,0.9168548,4,0.85369223,0.6123135,0.87987953,0.9450412,100.0,99.99962547985392,99.9989660983654,99.9999,0.6090731,0.84018564,0.817467,0.5466027,0.62097937,1.6975942,2.3664289,2,3,9,7.071067811865476,10.0,0.022,489.0,-0.1174169778823852,-0.2315788865089416,0.3489958643913269,828.5070667881868,473.4828100401224,1,0.6476656828749026,0.8070960366007822,0.8536922335624695,328.87334357474026,0.0,B,1,0.9698044817875107,0.9323975863126712,0.9766467899641972,0.8
pair_048,SetA,1,372.2592562218046,453.5909777894977,592.0,262.0,0.743667,3,0.73458076,0.51899254,0.75058985,0.78348815,99.99304196773151,99.99748071245452,99.97834225079,99.6339,0.444313,0.5267619,0.65278554,0.3634779,0.41509524,2.1012032,2.4382505,1,3,6,8.0,17.029386365926403,0.510325386395778,262.0,-0.4045316576957702,-0.5616134405136108,0.9661450982093812,0.0,0.0,0,0.5679040335641924,0.0167747923940687,0.7585574388504028,647.3855111137412,-0.0239766836166381,D,0,0.11882999982395191,0.0004916620412607455,0.0006871380739031337,0.8
pair_049,SetA,1,435.9720122977421,504.35336785436,436.0,504.0,0.91789985,4,0.8790344,0.66546416,0.8906308,0.8287282,100.0,99.9993975330182,100.0,99.9917,0.5915632,0.7647561,0.85498023,0.62761796,0.68746716,1.877959,2.6554322,0,0,0,46.04345773288535,58.034472514187634,0.1282497563350512,436.0,-0.0803569555282592,-0.2242907285690307,0.30464768409729,435.8863287434114,503.79916460925176,1,0.6581916440456452,0.7573771163192907,0.8790343999862671,0.2307726343209404,0.0,A,1,0.9567109913304492,0.955297577446871,0.9545427272012276,1.0
pair_050,SetA,1,523.0402884416775,624.2321491754209,512.5,938.5,0.84462553,3,0.8028616,0.6154169,0.79884887,1.0,99.9881953705097,99.97846628027044,99.33312472649762,100.0,0.6353813,0.69299585,0.72693676,0.40660352,0.44577873,1.9929296,2.2072663,1,3,4,6.0,12.0,0.8773562560328615,61.5,0.0,0.0,0.0,226.5155704813841,572.4876587570927,1,0.6560153371494005,0.7361129989883268,0.8428255915641785,464.4912570428023,-0.0399640202522277,D,0,0.04577572363161994,0.000918778815501516,0.0018821607866423434,0.6000000000000001
pair_051,SetA,1,583.0687185699024,574.3139849533147,583.5,574.5,0.8415185,3,0.8788166,0.71168596,0.7831208,0.7469352,99.99988029629064,99.99976059258124,98.1915399904818,99.8997,0.57738733,0.73524415,0.83219266,0.6717642,0.7266816,1.8192272,2.4687207,0,1,2,11.04536101718726,34.058772731852805,0.2238079533886139,416.5,-0.0504978895187377,-0.2324000000953674,0.2828978896141052,884.8851938168569,56.94228883634315,1,0.6528677874872502,0.3013055455172417,0.8802597522735596,598.9148682717667,-0.0014431476593017,B,1,0.8766340298072188,0.9641708145494338,0.9664414399227446,0.8
pair_052,SetA,1,580.7489974922584,537.8446461986192,646.0,312.0,0.70541495,2,0.75127167,0.56460994,0.74973106,0.7568559,99.98966752527508,99.9884519400133,99.69805341783614,99.472,0.6136751,0.63894117,0.70771813,0.4015838,0.44699165,2.0247657,2.1849597,1,2,4,10.0,17.0,0.4760672221441001,312.0,-0.6268683075904846,-0.7052474021911621,1.332115650177002,314.99991222881124,763.5491379533814,1,0.5927803536520176,0.0002475865520858,0.7753689289093018,559.872916018427,-0.0240972638130188,D,0,0.11559779287064123,0.0007086072628148008,0.0006213149629870569,0.8
pair_053,SetA,1,481.9060221764303,519.3259577042813,479.0,519.0,0.85094434,4,0.8445105,0.6739742,0.87829417,0.5560664,100.0,100.0,99.99798863803976,72.88170000000001,0.6760628,0.8004391,0.8495934,0.6705845,0.69619197,1.6807791,2.1749012,2,4,7,8.06225774829855,8.06225774829855,0.0566392090340251,479.0,-0.0533838272094726,-0.3027331233024597,0.3561169505119324,764.7430569641007,543.0403999831354,1,0.6359003211624189,0.2507444420548413,0.8445104956626892,286.75256831376146,0.0,B,1,0.8364361353160585,0.49876459442837834,0.3362170553955204,0.8
pair_054,SetA,1,524.3944849087668,385.2139829045786,509.5,158.5,0.8364639,4,0.75753903,0.6124868,0.7627897,0.82822806,100.0,100.0,99.99173834314168,99.9772,0.5102671,0.5690032,0.6737949,0.3492285,0.42067748,2.232077,2.6003935,1,3,5,7.0,10.04987562112089,0.683264224147584,158.5,-0.4672615230083465,-0.5380299091339111,1.00529146194458,0.0,0.0,0,0.5196769303057635,0.0002394440075854,0.7575390338897705,533.5845762388565,0.0,D,0,0.08913773985512997,0.003416678579262493,0.004869789266402126,0.8
pair_055,SetA,1,404.9636330057472,391.4923593167131,404.5,391.5,0.85281384,3,0.88651997,0.7158832,0.75296724,0.8148379,100.0,100.0,99.97827608409618,99.972,0.61414343,0.7591369,0.85388094,0.6958185,0.73448396,1.8990343,2.5744653,0,0,0,56.00892785976178,67.02984409947557,0.2890847626562147,391.5,-0.0502668619155883,-0.24839848279953,0.2986653447151184,404.8734644126963,392.0254568970854,1,0.6604784427818536,0.9447642845414208,0.8865199685096741,0.6446554259798176,0.0,A,1,0.9340548867317486,0.9312892679952177,0.9516840446844176,1.0
pair_056,SetA,1,503.63453564902574,449.4331566071532,791.0,693.0,0.80611306,3,0.82378215,0.61884177,0.8360882,0.72930586,99.99622109610884,99.97795639396836,99.98705052607238,99.6103,0.7836533,0.84062296,0.82718515,0.6113786,0.6210403,2.0014634,2.2141771,0,0,5,27.51363298439521,28.284271247461906,0.6983695296904068,209.0,-0.7201709151268005,-0.6986978650093079,1.4188687801361084,99.01349975742376,364.9734465572727,1,0.6424232265210137,0.0074180880105154,0.8280072212219238,765.7981041250255,-0.0042250752449035,D,0,0.06837865856601423,0.0008810773271850851,0.0015761478871892762,1.0
pair_057,SetA,1,551.3003772449036,447.9003532222361,551.0,448.0,0.893676,4,0.87565875,0.640666,0.748211,0.8869335,100.0,99.99961696830412,98.09207488022987,99.9994,0.6269876,0.9004284,0.81125563,0.5903188,0.64396536,1.6645206,2.2907395,2,4,7,7.0,8.0,0.1456708618770411,448.0,-0.1375702619552612,-0.2275901436805725,0.3651604056358337,551.0743620436613,447.9087150575732,1,0.6500705116134365,0.8072000263500588,0.8756587505340576,0.1177397734469694,0.0,A,1,0.9380033686458777,0.9728263648859516,0.9740239076850518,0.8
pair_058,SetA,1,409.69162392649287,578.3278051888444,934.5,762.5,0.79133064,4,0.8005358,0.5214139,0.84581876,0.5581293,99.9979149725819,99.99843622943642,99.99940926275993,92.0037,0.8412124,0.84582925,0.80834466,0.53497225,0.5249211,2.3485563,2.3299882,2,5,5,6.0,9.0,1.0152763170684127,65.5,-0.5997204184532166,-0.5275121331214905,1.127232551574707,437.4913568259134,482.9660435217696,1,0.612765023638705,0.0002915681362341,0.8055020570755005,570.2252398957098,-0.0049662590026855,D,0,0.0035185522294398984,0.000964531077762002,0.0012865067501084896,0.8
pair_059,SetA,1,614.5899867242111,423.4540121109193,614.5,423.5,0.91870004,4,0.8503418,0.582029,0.8778658,1.0,100.0,100.0,100.0,100.0,0.681042,0.9523713,0.80035007,0.530857,0.6014526,1.8055949,2.5108602,0,0,2,28.0178514522438,32.89376840679705,0.2754087870784082,385.5,-0.2159329652786255,-0.2358176112174987,0.4517505764961242,614.5508689272119,423.419322408583,1,0.5925186965642982,0.933083897367628,0.850341796875,0.0953756861707324,0.0,A,1,0.9316482827985506,0.9726728376138939,0.9766467899641972,1.0
pair_060,SetA,1,560.1155584056785,517.980210360295,946.5,942.5,0.7239839,3,0.72462076,0.4740596,0.74529785,0.76396084,99.99987977069868,99.98437019082796,99.99854118787704,98.8839,0.6870847,0.70934945,0.7242604,0.47733584,0.47839066,1.9513324,1.9824814,0,1,7,16.76305461424021,25.059928172283332,1.2572485832165412,53.5,-0.7203468084335327,-0.9067436456680298,1.6270904541015625,0.0,0.0,0,0.5687551894020039,0.0002633402022507,0.7270288467407227,1335.7277042870676,-0.0024080872535705,D,0,0.002141455187023243,0.0011341485649811447,0.001030825924008932,1.0
pair_061,SetA,1,594.2687468898076,437.7733349522034,433.0,883.0,0.8456596,3,0.8587413,0.716453,0.86347,0.7164645,99.99783111886552,99.9667438226048,99.99246555239309,98.8608,0.83488476,0.9403988,0.9126454,0.68987095,0.7705476,1.7184801,2.1292005,0,1,3,18.43908891458577,29.017236257093817,0.777632303855749,117.0,-0.1049789190292358,-0.3672832250595093,0.4722621440887451,158.95389278922255,94.03903898240829,1,0.640895910256535,8.338353772342648e-05,0.8623265027999878,835.2009739500922,-0.0035852193832397,D,0,0.10116945873955892,0.005255304951533497,0.005898403269512193,1.0
pair_062,SetA,1,317.90019451980305,581.77040896556,540.0,591.0,0.85567313,4,0.7710823,0.63639027,0.8276333,0.80585027,99.99639250104038,99.99703669728316,99.99953047730504,99.9896,0.6266104,0.67721367,0.7072583,0.35455135,0.40062916,2.263452,2.4767432,2,3,7,7.211102550927978,9.0,0.1988064385275285,409.0,-0.4805024862289428,-0.436213731765747,0.91671621799469,565.0282470096605,301.00565134634684,1,0.6258433032841929,0.0004253415412649,0.7837134003639221,291.0723885899058,-0.0126311182975769,D,0,0.6282990716323155,0.27559615826971834,0.27176410467464307,0.8
pair_063,SetA,1,612.8646965251174,489.01816294065696,474.5,495.5,0.8710361,4,0.88083506,0.6957029,0.74813974,0.6959506,99.99964088887188,99.99964088887188,99.7841045883374,99.4694,0.61434,0.75550896,0.84959435,0.6670921,0.70815283,1.9032527,2.5266175,0,0,1,33.06055050963308,44.04543109109048,0.0517880295048962,474.5,-0.0719348788261413,-0.2479827404022216,0.319917619228363,474.40127782350487,495.64325705541626,1,0.6457908049387616,0.0963477402557321,0.8842214941978455,0.1739788839442075,-0.0033864378929138,D,0,0.9641008055686521,0.9312892679952177,0.9516840446844176,1.0
pair_064,SetA,1,556.2970362597354,454.8233314230886,309.0,590.0,0.8536675,4,0.7723049,0.6061165,0.8119413,0.8472168,99.9970038388315,99.99612995849068,99.9964387832586,99.9912,0.53223574,0.6033142,0.67690456,0.37437302,0.4368521,2.1222537,2.4555156,0,2,4,15.033296378372908,15.033296378372908,0.4222842644475401,309.0,-0.4935798048973083,-0.4728201627731323,0.9663999676704408,0.0,0.0,0,0.5716462863573943,0.0002929134990001,0.798963725566864,666.0187685043118,-0.0266588330268859,D,0,0.22178178920402714,0.0009777770701850596,0.000930947988609166,1.0
pair_065,SetA,1,373.6748610981225,603.5404455786567,373.5,603.5,0.9459327,4,0.88316894,0.72968966,0.9040984,0.86790705,100.0,100.0,100.0,99.9984,0.6535043,0.7594325,0.85032815,0.71488595,0.73600525,2.0034578,2.3196745,0,1,3,11.0,21.02379604162864,0.3268914192816936,373.5,-0.0757891535758972,-0.2661026120185852,0.3418917655944824,372.9980183502346,603.5741598717491,1,0.6562692776511175,0.8580499457919911,0.8831689357757568,0.5074300575242325,0.0,A,1,0.8282802195215793,0.9484365869792888,0.9472527469397847,0.8
pair_066,SetA,1,509.7991559709936,566.9947545087396,67.0,799.0,0.809244,4,0.786405,0.66047996,0.76899886,0.5754121,99.99644350258582,99.99717932963704,99.99215770068332,80.6703,0.58493114,0.63425577,0.7167688,0.39047334,0.4666774,2.1101587,2.4409022,2,3,3,7.0,7.0,1.0524067654666611,67.0,-0.5675432085990906,-0.6122757196426392,1.179818868637085,0.0,0.0,0,0.5623829427631258,7.19296233981865e-05,0.7963378429412842,801.8042155040094,-0.0099328160285949,D,0,0.005871793000924429,0.0006300704011377499,0.0009338588757378236,0.8
pair_067,SetA,1,528.9313262968036,440.8235571257104,529.0,441.0,0.8599091,3,0.8576924,0.6069684,0.86782026,0.922053,99.9968650032792,99.91134229273597,99.9901933751057,99.9995,0.74027157,0.986506,0.8496682,0.54909986,0.6153992,1.6950288,2.381947,0,0,2,28.442925306655784,34.66987164671943,0.1314838393111488,441.0,-0.1766957640647888,-0.2696549296379089,0.4463506937026977,790.9947673280054,74.0445185043495,1,0.6403610567602415,0.0002180410043366,0.860843300819397,450.8853329916159,-0.0031508803367614,B,1,0.9439638760235994,0.3539922540017871,0.3198839363456462,1.0
pair_068,SetA,1,378.9976793534375,546.376157512448,171.0,945.0,0.75055426,3,0.7577244,0.54218614,0.77730596,0.7217149,100.0,99.99975795159274,100.0,97.7324,0.7168067,0.7303828,0.756421,0.5333476,0.5364499,1.9427915,1.9703231,1,3,4,8.06225774829855,16.64331697709324,1.1068260929342062,55.0,-0.7699370980262756,-0.8752689361572266,1.6452059745788574,0.0,0.0,0,0.4794309836113086,6.312936007217435e-05,0.757724404335022,960.3468123547868,0.0,D,0,0.005301292473536818,0.002080273969490572,0.002360043909966069,0.8
pair_069,SetA,1,472.57143863891145,554.5628638967514,473.0,555.0,0.9184291,4,0.8733514,0.5605625,0.86307746,1.0,99.99974579577996,99.99288228183876,99.98452280791176,100.0,0.43636143,0.6894284,0.76639605,0.43588513,0.52640843,1.8370519,2.5478854,2,2,3,6.0,7.0,0.1225397894563231,445.0,-0.0945969820022583,-0.1347225308418274,0.2293195128440857,167.1526097947014,557.1017329301865,1,0.6870805031159806,0.0010972131804416,0.8804184198379517,305.8546115014485,-0.0070670247077941,B,1,0.9520538283354469,0.9857776081846619,0.9852849443012324,0.8
pair_070,SetB,1,533.9976049824504,486.68020968908655,952.5,945.5,0.4988822,4,0.4044013,0.23888306,0.2821355,0.7059694,99.99842321799376,99.99636127229329,94.06717930706589,97.7652,0.30907762,0.34821045,0.39475194,0.14180112,0.165793,1.6723822,1.9950614,2,2,2,7.0,9.486832980505138,1.2700023622025276,47.5,0.0,0.0,0.0,0.0,0.0,0,0.3307858448762834,0.0008400463512603,0.4145666062831878,1342.0977982248537,-0.0101653039455413,D,0,0.00532796361885217,0.0029560505932141705,0.0039635686013356295,0.6000000000000001
pair_071,SetB,1,556.8229823160575,576.0862587087526,395.0,329.0,0.8592297,4,0.7982715,0.5179716,0.80245787,0.94925064,99.99484921064152,99.99595295121834,99.99227135719514,99.9989,0.5198965,0.71867037,0.75570196,0.45484507,0.5405449,1.7386281,2.5383766,0,2,5,12.041594578792296,13.0,0.4013277961965754,329.0,-0.0472701787948608,-0.1688272356986999,0.2160974144935608,545.6930524101103,112.94220406525824,1,0.6045149900930537,0.000264546076108,0.8116347193717957,263.4186159496985,-0.013363242149353,D,0,0.7734030088066823,0.7559913628725498,0.6805130143958478,0.8
pair_072,SetB,1,418.7440317498672,627.2884436776022,652.0,625.0,0.41244245,3,0.34381992,0.11900527,0.3230741,0.73869663,99.98620310735326,99.98534843258751,99.97675001502742,99.3984,0.24052447,0.2685308,0.31697923,0.09492696,0.10672573,1.6034535,1.827391,0,2,5,14.0,14.0,0.3935936991365588,348.0,-0.1295113265514373,-0.3266466856002807,0.4561580121517181,0.0,0.0,0,0.2735899306546581,0.0006786699507693,0.3781366050243377,903.1771697734614,-0.0343166887760161,D,0,0.233131067555285,0.2681175803082012,0.3451559947946399,0.8
pair_073,SetB,1,507.3263442179462,410.4344664899672,124.0,879.0,0.8027722,4,0.7424037,0.412995,0.7634833,0.9349274,99.99177035415312,99.99116523313496,99.97712325494386,99.9993,0.5314393,0.68692356,0.74111587,0.37824115,0.43411538,1.772849,2.4683573,0,1,2,12.041594578792296,35.0142828000232,1.0677396686458738,121.0,-0.0441187024116516,-0.1806331276893615,0.2247518301010131,0.0,0.0,0,0.5609857086837433,0.0003675802930582,0.7544209361076355,887.7032161708102,-0.0120172500610351,D,0,0.11115281668985046,0.00548204405931952,0.0036230890058550984,0.8
pair_074,SetB,1,551.0026516259751,562.9354725990652,547.0,721.0,0.61399966,4,0.5710326,0.28202957,0.62007165,0.59808254,99.99911028522985,99.9994915915599,99.9995345205387,91.2947,0.37737033,0.43690863,0.5064521,0.18294811,0.21187696,2.0201738,2.3923483,0,2,6,11.0,11.04536101718726,0.4518849411078001,279.0,-0.2121444940567016,-0.3130335807800293,0.525178074836731,0.0,0.0,0,0.4580969588332332,0.0004117924449257,0.5799596309661865,905.0138120492968,-0.008927047252655,D,0,0.19889698831094182,0.0006682867497032602,0.0005302201707132908,0.8
pair_075,SetB,1,421.1876306684851,523.554354323216,267.0,117.0,0.732172,4,0.69865113,0.43326718,0.7278308,0.6688058,99.9995116144196,99.9752144317939,99.9986390252699,96.7512,0.63848215,0.7971516,0.747323,0.4043001,0.47853082,1.5340092,2.0885851,1,5,20,6.0,12.36931687685298,0.8966113985445422,117.0,-0.0206966400146484,-0.2432715892791748,0.2639682292938232,0.0,0.0,0,0.5122974265913985,0.000574370951958,0.7001032829284668,291.5098626118849,-0.0014521479606628,D,0,0.08312955161612341,0.004108203345141775,0.0052833346712799515,0.8
pair_076,SetB,1,371.649968341773,387.4210639684029,58.0,177.0,0.32810453,3,0.24592611,0.10612924,0.18236153,0.6451288,99.9952800560584,99.99891078216731,97.0296293291141,89.3887,0.21733321,0.23101895,0.24998367,0.09908824,0.10419216,1.5003313,1.6069475,2,8,27,9.486832980505138,10.0,1.094884468791114,58.0,-0.098810464143753,-0.3551507592201233,0.4539612233638763,0.0,0.0,0,0.1793380670598955,0.0001858468047607,0.2580125033855438,186.2605701698564,-0.0120863914489746,D,0,0.005942202018148492,0.0006300704011377499,0.0010378104903012659,0.8
pair_077,SetB,1,569.2138246861344,478.7272095418808,184.0,457.0,0.7317569,3,0.73074627,0.42874295,0.7790399,0.81501013,99.97921705634684,99.97109498641343,99.9423409571401,99.8507,0.56564546,0.6805359,0.736331,0.43384275,0.4472696,1.618824,2.174077,2,3,3,6.0,6.0,0.637824427252516,184.0,-0.0127223134040832,-0.2268762588500976,0.2395985722541809,0.0,0.0,0,0.5779652980512695,0.1709837287002787,0.7573399543762207,492.65099208263047,-0.0265936851501464,D,0,0.18840667266438907,0.007306902007312795,0.007094152661954936,0.8
pair_078,SetB,1,587.4386831359992,533.0853517555572,254.0,283.0,0.6669948,4,0.5632143,0.3657607,0.61049056,0.78165746,99.98347672569712,99.98601876789756,99.97672602693495,99.5138,0.4094367,0.4535274,0.4833864,0.18327132,0.22573562,1.9729803,2.2804725,1,3,6,8.06225774829855,16.0312195418814,0.6560640212662175,254.0,-0.2726828455924988,-0.3451133966445923,0.6177962422370911,0.0,0.0,0,0.4877670181715008,0.0002020559477052,0.5974829792976379,380.2696411758373,-0.0342686772346496,D,0,0.06099515595107889,0.00249685170793991,0.0017028261736076707,0.8
pair_079,SetB,1,437.5161967751044,512.2563095857726,588.0,67.0,0.8199363,4,0.7550965,0.4778746,0.7981561,0.882763,99.94904357271668,99.98036313290058,99.98463929863496,99.9948,0.48725253,0.700175,0.6880788,0.4043206,0.4779293,1.7415135,2.6005003,0,1,2,13.0,26.019223662515376,0.8837035702089246,67.0,-0.0543187856674194,-0.1607980728149414,0.2151168584823608,587.9921466127447,80.66344223621375,1,0.601130554828214,0.0001970349261959,0.8040298819541931,13.663444493173795,-0.0489333868026733,D,0,0.0461636474029057,0.006447798985779012,0.004120401325074919,0.8
pair_080,SetB,1,401.0613179749196,456.57166489279024,388.0,48.0,0.535196,4,0.44242057,0.19431533,0.43074507,0.7281048,99.99626470471286,99.99759013207282,99.96986220957234,99.0124,0.28537583,0.3100572,0.3742312,0.13838938,0.14993346,2.2050562,2.4563885,1,1,4,10.0,23.021728866442675,0.9313388212675342,48.0,-0.1680061817169189,-0.3322834372520447,0.5002896189689636,0.0,0.0,0,0.3570377753728343,0.0002276252533354,0.4620678424835205,390.9577982340293,-0.0196472704410552,D,0,0.013048848249157287,0.0006525462205553574,0.001136001350649912,0.8
pair_081,SetB,1,643.564896611024,625.3431765134626,808.5,370.5,0.7506933,4,0.67797184,0.3183893,0.7427557,0.9262734,99.9820631377551,99.95142099808672,99.98460635344044,99.9971,0.44914037,0.65458876,0.64939344,0.25708306,0.31135854,1.6712888,2.4820023,0,2,5,13.0,14.0,0.6691561850569716,191.5,-0.0528124570846557,-0.135089099407196,0.1879015564918518,0.0,0.0,0,0.5506824177683285,0.354935707182068,0.7512713074684143,889.3494813626419,-0.0732994675636291,D,0,0.0714746937768917,0.008208083698551959,0.020917959833364627,0.8
pair_082,SetB,1,371.5852076185285,481.0603167121579,605.0,219.0,0.5830919,3,0.5966742,0.28726172,0.62063706,0.6415653,100.0,99.98873991931568,99.99917655196428,87.2842,0.5938673,0.6198044,0.60191345,0.29434353,0.2919923,2.0579665,2.1231508,2,4,15,7.211102550927978,7.211102550927978,0.5999533315183774,219.0,-0.388434499502182,-0.4321315586566925,0.8205660581588745,0.0,0.0,0,0.4665602032083112,0.0001429721137892,0.5966742038726807,643.417438371078,0.0,D,0,0.0955736880683163,0.016782915167702445,0.015477570527031378,0.8
pair_083,SetB,1,450.98769089577416,638.523116826904,939.5,89.5,0.7003004,4,0.6933497,0.33694795,0.7428202,0.6241347,99.97299349296048,99.98624196811194,99.98440643804642,95.0316,0.535409,0.79424495,0.65023625,0.30709153,0.3398389,1.5534737,2.144733,0,3,9,11.04536101718726,16.15549442140351,1.2027809443119724,60.5,-0.0937041640281677,-0.1720981001853943,0.265802264213562,0.0,0.0,0,0.5393399806742463,0.0001461720280285,0.7089173793792725,943.7534105898636,-0.015567660331726,D,0,0.015390843505167836,0.006247423013215956,0.0015794435904467633,0.8
pair_084,SetB,1,457.6567004118978,550.1494366937269,445.5,347.5,0.60035527,3,0.5671678,0.39928287,0.61591375,0.6442153,99.997989100927,99.99698365139054,99.98765518983896,87.41290000000001,0.47162426,0.5183737,0.5419906,0.2252593,0.26053357,1.9539965,2.1877751,1,3,9,9.433981132056603,10.04987562112089,0.3238919572944039,347.5,-0.4028671979904175,-0.4102835357189178,0.8131507635116577,0.0,0.0,0,0.4477843105846983,0.0006341813784947,0.577567458152771,565.0013274320689,-0.0103996396064758,D,0,0.19563308706685878,0.025213952723376253,0.020801444744492616,0.8
pair_085,SetB,1,493.2118378807493,528.2201001132426,765.0,70.0,0.8085168,4,0.7827816,0.55425686,0.75463146,0.7252636,99.99808054282248,99.98476430865352,99.2895584961218,98.4432,0.7723604,0.8385679,0.84067243,0.5444469,0.5908107,1.5908364,1.8236177,1,6,13,6.0,11.0,1.010198000393982,70.0,-0.0303244590759277,-0.3106803297996521,0.3410047888755798,0.0,0.0,0,0.5727262760170613,0.0002540165424799,0.7852240204811096,768.1959385469308,-0.0024424195289611,D,0,0.025403770691252093,0.0009816010260788233,0.0012866341917894513,0.8
pair_086,SetB,1,457.2317665936316,402.1450954048615,242.0,411.0,0.31846762,3,0.17773625,0.07144742,0.22925252,0.71273774,99.9976215647963,99.83576904918483,100.0,97.9432,0.17613195,0.18879502,0.18545276,0.07280828,0.06991532,1.780191,1.8319666,0,7,16,12.041594578792296,12.041594578792296,0.5458388040438312,242.0,-0.1317562311887741,-0.2922679781913757,0.424024224281311,0.0,0.0,0,0.1567945675230248,0.0003190585612533,0.190004751086235,476.9538761767221,-0.0122684985399245,D,0,0.09575331619299296,0.0007810842068546008,0.0006912754916113595,0.8
pair_087,SetB,1,561.7446930867666,483.7465478031667,245.0,92.0,0.7882912,3,0.7946093,0.55111897,0.7368749,0.8751163,99.96895790963548,99.99248584320542,98.82261761268173,99.9952,0.5109068,0.72878975,0.7538304,0.4654389,0.56216955,1.7265975,2.554215,0,2,4,13.0,13.0,0.9622660754697736,92.0,-0.0191519260406494,-0.1839202046394348,0.2030721306800842,882.1221338887508,656.1093684406064,1,0.6146850836980006,0.0003944955522201,0.8283061981201172,850.9665052476596,-0.0336968898773193,D,0,0.043607177178478874,0.006382998028043491,0.004173125292276203,0.8
pair_088,SetB,1,583.2712298593958,635.7661564221528,586.0,915.0,0.58876526,3,0.5253053,0.35305262,0.48429424,0.8489319,100.0,99.99948929107218,99.99906702928128,99.9596,0.35942864,0.40744972,0.45563367,0.14046963,0.18626748,2.0698318,2.4596171,3,4,4,6.0,8.0,0.8476343551319756,85.0,-0.202389121055603,-0.2792671918869018,0.4816563129425049,0.0,0.0,0,0.4204840092817238,0.0004775864555627,0.5253052711486816,1086.5638499416405,0.0,D,0,0.053548910623430736,0.03178489475208886,0.0311245149304297,0.8
pair_089,SetB,1,614.8318201722535,401.1196743368377,615.0,401.0,0.8571295,4,0.8145054,0.554,0.8254267,0.842336,100.0,100.0,100.0,99.9843,0.5229224,0.6778661,0.78360057,0.5437052,0.5631501,1.8604822,2.5920703,0,0,0,54.08326913195984,55.14526271584895,0.30348640826238,385.0,-0.031046450138092,-0.1991975903511047,0.2302440404891967,614.3638651732482,401.6271612520114,1,0.619230581359522,0.8715941453377088,0.814505398273468,0.8933077598627582,0.0,A,1,0.9148887140568794,0.978900796356527,0.9788741039535827,1.0
pair_090,SetB,1,348.0227842198753,417.5201754337889,928.0,720.0,0.52790344,3,0.47835344,0.32927358,0.50667286,0.6341338,100.0,100.0,99.9989705167434,93.3028,0.29892677,0.3395896,0.40205777,0.14118204,0.19080299,2.0654073,2.4718013,1,3,5,7.071067811865476,10.04987562112089,0.9624635058016486,72.0,-0.2311943769454956,-0.2859972715377807,0.5171916484832764,0.0,0.0,0,0.3815566395289899,0.0026089003134496,0.4783534407615661,1174.556937742909,5.551115123125783e-17,D,0,0.013397855386025781,0.004002663971449952,0.00429566594568506,0.8
pair_091,SetB,1,379.7392538864404,530.2769969644571,888.0,606.0,0.77139163,4,0.7637371,0.571507,0.7772804,0.528754,99.99274577262874,99.96622622010752,99.98706525023722,76.4473,0.7481742,0.76199365,0.78645664,0.5821007,0.5824534,1.6417221,1.7476382,0,2,2,13.038404810405298,16.0312195418814,0.8044376918071405,112.0,-0.0324100852012634,-0.3222298622131347,0.3546399474143982,0.0,0.0,0,0.5696502616026172,0.0011679497454436,0.7746628522872925,1075.0720906060208,-0.0109257698059082,D,0,0.03172267391559678,0.001606485128615886,0.0013188761777244847,0.8
pair_092,SetB,1,394.9167445159693,370.2205651297191,377.0,159.0,0.60697013,3,0.57318556,0.37821025,0.62907094,0.6799419,99.99987403653697,99.99924421922177,99.98554746213436,97.7203,0.5036241,0.5419434,0.55204463,0.25759017,0.28720772,1.9348491,2.1581244,0,2,5,11.40175425099138,12.041594578792296,0.7250103447537835,159.0,-0.3870099186897278,-0.4352229237556457,0.8222328424453735,0.0,0.0,0,0.4490805030589238,0.0001756073196893,0.5775822997093201,409.1576713199937,-0.0043967366218566,D,0,0.059400696518181986,0.010398031653195366,0.00924696818772114,0.8
