pair_id,set_type,gt_found,gt_x,gt_y,v46_cx,v46_cy,v46_score,v46_consensus,ncc,grad,ctx,phase,ncc_pct,grad_pct,ctx_pct,phase_pct,prom5_ncc,prom10_ncc,prom20_ncc,prom5_grad,prom10_grad,z5_ncc,z10_ncc,comp10,comp20,comp40,d1,d2,dist_center,dist_border,curve_x,curve_y,sharpness,v25_cx,v25_cy,v25_found,v25_presence_score,v25_ml_score,v25_ncc,dist_v25_v46,delta_ncc,pop
pair_053,SetA,1,481.9060221764303,519.3259577042813,479.0,519.0,0.85094434,4,0.8445105,0.6739742,0.87829417,0.5560664,100.0,100.0,99.99798863803977,72.88170000000001,0.6760628,0.8004391,0.8495934,0.6705845,0.69619197,1.6807791,2.1749012,2,4,7,8.06225774829855,8.06225774829855,0.05663920903402519,479.0,-0.053383827209472656,-0.3027331233024597,0.3561169505119324,764.7430569641007,543.0403999831354,1,0.6359003211624189,0.2507444420548413,0.8445104956626892,286.75256831376146,0.0,B
pair_054,SetA,1,524.3944849087668,385.2139829045786,509.5,158.5,0.8364639,4,0.75753903,0.6124868,0.7627897,0.82822806,100.0,100.0,99.99173834314169,99.9772,0.5102671,0.5690032,0.6737949,0.3492285,0.42067748,2.232077,2.6003935,1,3,5,7.0,10.04987562112089,0.683264224147584,158.5,-0.46726152300834656,-0.5380299091339111,1.00529146194458,0.0,0.0,0,0.5196769303057635,0.0002394440075854,0.7575390338897705,533.5845762388565,0.0,D
pair_055,SetA,1,404.9636330057472,391.4923593167131,404.5,391.5,0.85281384,3,0.88651997,0.7158832,0.75296724,0.8148379,100.0,100.0,99.97827608409618,99.97200000000001,0.61414343,0.7591369,0.85388094,0.6958185,0.73448396,1.8990343,2.5744653,0,0,0,56.00892785976178,67.02984409947557,0.2890847626562147,391.5,-0.05026686191558838,-0.24839848279953003,0.2986653447151184,404.8734644126963,392.0254568970854,1,0.6604784427818536,0.9447642845414208,0.8865199685096741,0.6446554259798176,0.0,A
pair_056,SetA,1,503.63453564902574,449.4331566071532,791.0,693.0,0.80611306,3,0.82378215,0.61884177,0.8360882,0.72930586,99.99622109610885,99.97795639396837,99.98705052607238,99.6103,0.7836533,0.84062296,0.82718515,0.6113786,0.6210403,2.0014634,2.2141771,0,0,5,27.51363298439521,28.284271247461902,0.6983695296904068,209.0,-0.7201709151268005,-0.6986978650093079,1.4188687801361084,99.01349975742376,364.9734465572727,1,0.6424232265210137,0.0074180880105154,0.8280072212219238,765.7981041250255,-0.0042250752449035645,D
pair_057,SetA,1,551.3003772449036,447.9003532222361,551.0,448.0,0.893676,4,0.87565875,0.640666,0.748211,0.8869335,100.0,99.99961696830412,98.09207488022989,99.99940000000001,0.6269876,0.9004284,0.81125563,0.5903188,0.64396536,1.6645206,2.2907395,2,4,7,7.0,8.0,0.14567086187704115,448.0,-0.13757026195526123,-0.2275901436805725,0.36516040563583374,551.0743620436613,447.9087150575732,1,0.6500705116134365,0.8072000263500588,0.8756587505340576,0.11773977344696948,0.0,A
pair_058,SetA,1,409.69162392649287,578.3278051888444,934.5,762.5,0.79133064,4,0.8005358,0.5214139,0.84581876,0.5581293,99.9979149725819,99.99843622943642,99.99940926275993,92.0037,0.8412124,0.84582925,0.80834466,0.53497225,0.5249211,2.3485563,2.3299882,2,5,5,6.0,9.0,1.0152763170684127,65.5,-0.5997204184532166,-0.5275121331214905,1.127232551574707,437.4913568259134,482.9660435217696,1,0.612765023638705,0.0002915681362341,0.8055020570755005,570.2252398957098,-0.004966259002685547,D
pair_059,SetA,1,614.5899867242111,423.4540121109193,614.5,423.5,0.91870004,4,0.8503418,0.582029,0.8778658,1.0,100.0,100.0,100.0,100.0,0.681042,0.9523713,0.80035007,0.530857,0.6014526,1.8055949,2.5108602,0,0,2,28.0178514522438,32.89376840679705,0.2754087870784082,385.5,-0.2159329652786255,-0.23581761121749878,0.45175057649612427,614.5508689272119,423.419322408583,1,0.5925186965642982,0.933083897367628,0.850341796875,0.09537568617073247,0.0,A
pair_060,SetA,1,560.1155584056785,517.980210360295,946.5,942.5,0.7239839,3,0.72462076,0.4740596,0.74529785,0.76396084,99.99987977069867,99.98437019082795,99.99854118787704,98.8839,0.6870847,0.70934945,0.7242604,0.47733584,0.47839066,1.9513324,1.9824814,0,1,7,16.76305461424021,25.059928172283335,1.2572485832165412,53.5,-0.7203468084335327,-0.9067436456680298,1.6270904541015625,0.0,0.0,0,0.5687551894020039,0.0002633402022507,0.7270288467407227,1335.7277042870676,-0.0024080872535705566,D
pair_061,SetA,1,594.2687468898076,437.7733349522034,433.0,883.0,0.8456596,3,0.8587413,0.716453,0.86347,0.7164645,99.99783111886553,99.9667438226048,99.99246555239309,98.8608,0.83488476,0.9403988,0.9126454,0.68987095,0.7705476,1.7184801,2.1292005,0,1,3,18.439088914585774,29.017236257093817,0.777632303855749,117.0,-0.10497891902923584,-0.3672832250595093,0.4722621440887451,158.95389278922255,94.03903898240829,1,0.640895910256535,8.338353772342648e-05,0.8623265027999878,835.2009739500922,-0.003585219383239746,D
pair_062,SetA,1,317.90019451980305,581.77040896556,540.0,591.0,0.85567313,4,0.7710823,0.63639027,0.8276333,0.80585027,99.99639250104038,99.99703669728316,99.99953047730503,99.9896,0.6266104,0.67721367,0.7072583,0.35455135,0.40062916,2.263452,2.4767432,2,3,7,7.211102550927978,9.0,0.19880643852752858,409.0,-0.48050248622894287,-0.43621373176574707,0.9167162179946899,565.0282470096605,301.00565134634684,1,0.6258433032841929,0.0004253415412649,0.7837134003639221,291.0723885899058,-0.012631118297576904,D
pair_063,SetA,1,612.8646965251174,489.01816294065696,474.5,495.5,0.8710361,4,0.88083506,0.6957029,0.74813974,0.6959506,99.99964088887187,99.99964088887187,99.7841045883374,99.4694,0.61434,0.75550896,0.84959435,0.6670921,0.70815283,1.9032527,2.5266175,0,0,1,33.06055050963308,44.04543109109048,0.05178802950489621,474.5,-0.07193487882614136,-0.24798274040222168,0.31991761922836304,474.40127782350487,495.64325705541626,1,0.6457908049387616,0.0963477402557321,0.8842214941978455,0.17397888394420755,-0.0033864378929138184,D
pair_064,SetA,1,556.2970362597354,454.8233314230886,309.0,590.0,0.8536675,4,0.7723049,0.6061165,0.8119413,0.8472168,99.9970038388315,99.99612995849068,99.9964387832586,99.9912,0.53223574,0.6033142,0.67690456,0.37437302,0.4368521,2.1222537,2.4555156,0,2,4,15.033296378372908,15.033296378372908,0.42228426444754014,309.0,-0.49357980489730835,-0.4728201627731323,0.9663999676704407,0.0,0.0,0,0.5716462863573943,0.0002929134990001,0.798963725566864,666.0187685043118,-0.026658833026885986,D
pair_065,SetA,1,373.6748610981225,603.5404455786567,373.5,603.5,0.9459327,4,0.88316894,0.72968966,0.9040984,0.86790705,100.0,100.0,100.0,99.9984,0.6535043,0.7594325,0.85032815,0.71488595,0.73600525,2.0034578,2.3196745,0,1,3,11.0,21.02379604162864,0.3268914192816936,373.5,-0.07578915357589722,-0.2661026120185852,0.3418917655944824,372.9980183502346,603.5741598717491,1,0.6562692776511175,0.8580499457919911,0.8831689357757568,0.5074300575242325,0.0,A
pair_066,SetA,1,509.7991559709936,566.9947545087396,67.0,799.0,0.809244,4,0.786405,0.66047996,0.76899886,0.5754121,99.99644350258582,99.99717932963704,99.99215770068331,80.6703,0.58493114,0.63425577,0.7167688,0.39047334,0.4666774,2.1101587,2.4409022,2,3,3,7.0,7.0,1.0524067654666611,67.0,-0.5675432085990906,-0.6122757196426392,1.179818868637085,0.0,0.0,0,0.5623829427631258,7.19296233981865e-05,0.7963378429412842,801.8042155040094,-0.00993281602859497,D
pair_067,SetA,1,528.9313262968036,440.8235571257104,529.0,441.0,0.8599091,3,0.8576924,0.6069684,0.86782026,0.922053,99.99686500327921,99.91134229273597,99.9901933751057,99.9995,0.74027157,0.986506,0.8496682,0.54909986,0.6153992,1.6950288,2.381947,0,0,2,28.442925306655784,34.66987164671943,0.13148383931114882,441.0,-0.17669576406478882,-0.26965492963790894,0.44635069370269775,790.9947673280054,74.0445185043495,1,0.6403610567602415,0.0002180410043366,0.860843300819397,450.8853329916159,-0.0031508803367614746,B
pair_068,SetA,1,378.9976793534375,546.376157512448,171.0,945.0,0.75055426,3,0.7577244,0.54218614,0.77730596,0.7217149,100.0,99.99975795159274,100.0,97.7324,0.7168067,0.7303828,0.756421,0.5333476,0.5364499,1.9427915,1.9703231,1,3,4,8.06225774829855,16.64331697709324,1.1068260929342062,55.0,-0.7699370980262756,-0.8752689361572266,1.6452059745788574,0.0,0.0,0,0.4794309836113086,6.312936007217435e-05,0.757724404335022,960.3468123547867,0.0,D
pair_069,SetA,1,472.57143863891145,554.5628638967514,473.0,555.0,0.9184291,4,0.8733514,0.5605625,0.86307746,1.0,99.99974579577996,99.99288228183876,99.98452280791176,100.0,0.43636143,0.6894284,0.76639605,0.43588513,0.52640843,1.8370519,2.5478854,2,2,3,6.0,7.0,0.12253978945632311,445.0,-0.0945969820022583,-0.1347225308418274,0.2293195128440857,167.1526097947014,557.1017329301865,1,0.6870805031159806,0.0010972131804416,0.8804184198379517,305.8546115014485,-0.0070670247077941895,B
pair_070,SetB,1,533.9976049824504,486.68020968908655,952.5,945.5,0.4988822,4,0.4044013,0.23888306,0.2821355,0.7059694,99.99842321799375,99.99636127229327,94.06717930706587,97.7652,0.30907762,0.34821045,0.39475194,0.14180112,0.165793,1.6723822,1.9950614,2,2,2,7.0,9.486832980505138,1.2700023622025276,47.5,0.0,0.0,0.0,0.0,0.0,0,0.3307858448762834,0.0008400463512603,0.4145666062831878,1342.0977982248537,-0.010165303945541326,D
pair_071,SetB,1,556.8229823160575,576.0862587087526,395.0,329.0,0.8592297,4,0.7982715,0.5179716,0.80245787,0.94925064,99.99484921064153,99.99595295121834,99.99227135719514,99.9989,0.5198965,0.71867037,0.75570196,0.45484507,0.5405449,1.7386281,2.5383766,0,2,5,12.041594578792296,13.0,0.40132779619657544,329.0,-0.04727017879486084,-0.16882723569869995,0.2160974144935608,545.6930524101103,112.94220406525824,1,0.6045149900930537,0.000264546076108,0.8116347193717957,263.4186159496985,-0.013363242149353027,D
pair_072,SetB,1,418.7440317498672,627.2884436776022,652.0,625.0,0.41244245,3,0.34381992,0.11900527,0.3230741,0.73869663,99.98620310735326,99.98534843258753,99.97675001502742,99.3984,0.24052447,0.2685308,0.31697923,0.09492696,0.10672573,1.6034535,1.827391,0,2,5,14.0,14.0,0.39359369913655884,348.0,-0.12951132655143738,-0.32664668560028076,0.45615801215171814,0.0,0.0,0,0.2735899306546581,0.0006786699507693,0.3781366050243377,903.1771697734614,-0.03431668877601618,D
pair_073,SetB,1,507.3263442179462,410.4344664899672,124.0,879.0,0.8027722,4,0.7424037,0.412995,0.7634833,0.9349274,99.99177035415313,99.99116523313496,99.97712325494386,99.9993,0.5314393,0.68692356,0.74111587,0.37824115,0.43411538,1.772849,2.4683573,0,1,2,12.041594578792296,35.014282800023196,1.0677396686458738,121.0,-0.04411870241165161,-0.18063312768936157,0.22475183010101318,0.0,0.0,0,0.5609857086837433,0.0003675802930582,0.7544209361076355,887.7032161708102,-0.012017250061035156,D
pair_074,SetB,1,551.0026516259751,562.9354725990652,547.0,721.0,0.61399966,4,0.5710326,0.28202957,0.62007165,0.59808254,99.99911028522985,99.9994915915599,99.9995345205387,91.29469999999999,0.37737033,0.43690863,0.5064521,0.18294811,0.21187696,2.0201738,2.3923483,0,2,6,11.0,11.045361017187261,0.45188494110780014,279.0,-0.21214449405670166,-0.3130335807800293,0.525178074836731,0.0,0.0,0,0.4580969588332332,0.0004117924449257,0.5799596309661865,905.0138120492968,-0.00892704725265503,D
pair_075,SetB,1,421.1876306684851,523.554354323216,267.0,117.0,0.732172,4,0.69865113,0.43326718,0.7278308,0.6688058,99.99951161441959,99.9752144317939,99.9986390252699,96.7512,0.63848215,0.7971516,0.747323,0.4043001,0.47853082,1.5340092,2.0885851,1,5,20,6.0,12.36931687685298,0.8966113985445422,117.0,-0.020696640014648438,-0.2432715892791748,0.26396822929382324,0.0,0.0,0,0.5122974265913985,0.000574370951958,0.7001032829284668,291.5098626118849,-0.0014521479606628418,D
pair_076,SetB,1,371.649968341773,387.4210639684029,58.0,177.0,0.32810453,3,0.24592611,0.10612924,0.18236153,0.6451288,99.9952800560584,99.99891078216733,97.0296293291141,89.3887,0.21733321,0.23101895,0.24998367,0.09908824,0.10419216,1.5003313,1.6069475,2,8,27,9.486832980505138,10.0,1.0948844687911141,58.0,-0.09881046414375305,-0.3551507592201233,0.45396122336387634,0.0,0.0,0,0.1793380670598955,0.0001858468047607,0.2580125033855438,186.2605701698564,-0.01208639144897461,D
pair_077,SetB,1,569.2138246861344,478.7272095418808,184.0,457.0,0.7317569,3,0.73074627,0.42874295,0.7790399,0.81501013,99.97921705634685,99.97109498641345,99.9423409571401,99.8507,0.56564546,0.6805359,0.736331,0.43384275,0.4472696,1.618824,2.174077,2,3,3,6.0,6.0,0.637824427252516,184.0,-0.012722313404083252,-0.22687625885009766,0.2395985722541809,0.0,0.0,0,0.5779652980512695,0.1709837287002787,0.7573399543762207,492.65099208263047,-0.026593685150146484,D
pair_078,SetB,1,587.4386831359992,533.0853517555572,254.0,283.0,0.6669948,4,0.5632143,0.3657607,0.61049056,0.78165746,99.98347672569712,99.98601876789756,99.97672602693497,99.5138,0.4094367,0.4535274,0.4833864,0.18327132,0.22573562,1.9729803,2.2804725,1,3,6,8.06225774829855,16.0312195418814,0.6560640212662175,254.0,-0.2726828455924988,-0.3451133966445923,0.6177962422370911,0.0,0.0,0,0.4877670181715008,0.0002020559477052,0.5974829792976379,380.26964117583725,-0.03426867723464966,D
pair_079,SetB,1,437.5161967751044,512.2563095857726,588.0,67.0,0.8199363,4,0.7550965,0.4778746,0.7981561,0.882763,99.94904357271669,99.98036313290058,99.98463929863496,99.9948,0.48725253,0.700175,0.6880788,0.4043206,0.4779293,1.7415135,2.6005003,0,1,2,13.0,26.019223662515376,0.8837035702089246,67.0,-0.054318785667419434,-0.1607980728149414,0.21511685848236084,587.9921466127447,80.66344223621375,1,0.601130554828214,0.0001970349261959,0.8040298819541931,13.663444493173795,-0.04893338680267334,D
pair_080,SetB,1,401.0613179749196,456.57166489279024,388.0,48.0,0.535196,4,0.44242057,0.19431533,0.43074507,0.7281048,99.99626470471286,99.99759013207282,99.96986220957234,99.0124,0.28537583,0.3100572,0.3742312,0.13838938,0.14993346,2.2050562,2.4563885,1,1,4,10.0,23.021728866442675,0.9313388212675342,48.0,-0.16800618171691895,-0.3322834372520447,0.5002896189689636,0.0,0.0,0,0.3570377753728343,0.0002276252533354,0.4620678424835205,390.9577982340293,-0.019647270441055298,D
pair_081,SetB,1,643.564896611024,625.3431765134626,808.5,370.5,0.7506933,4,0.67797184,0.3183893,0.7427557,0.9262734,99.9820631377551,99.95142099808673,99.98460635344043,99.9971,0.44914037,0.65458876,0.64939344,0.25708306,0.31135854,1.6712888,2.4820023,0,2,5,13.0,14.0,0.6691561850569716,191.5,-0.05281245708465576,-0.13508909940719604,0.1879015564918518,0.0,0.0,0,0.5506824177683285,0.354935707182068,0.7512713074684143,889.3494813626419,-0.07329946756362915,D
pair_082,SetB,1,371.5852076185285,481.0603167121579,605.0,219.0,0.5830919,3,0.5966742,0.28726172,0.62063706,0.6415653,100.0,99.98873991931569,99.99917655196427,87.2842,0.5938673,0.6198044,0.60191345,0.29434353,0.2919923,2.0579665,2.1231508,2,4,15,7.211102550927978,7.211102550927978,0.5999533315183774,219.0,-0.388434499502182,-0.4321315586566925,0.8205660581588745,0.0,0.0,0,0.4665602032083112,0.0001429721137892,0.5966742038726807,643.417438371078,0.0,D
pair_083,SetB,1,450.98769089577416,638.523116826904,939.5,89.5,0.7003004,4,0.6933497,0.33694795,0.7428202,0.6241347,99.97299349296047,99.98624196811194,99.98440643804642,95.03160000000001,0.535409,0.79424495,0.65023625,0.30709153,0.3398389,1.5534737,2.144733,0,3,9,11.045361017187261,16.15549442140351,1.2027809443119724,60.5,-0.09370416402816772,-0.1720981001853943,0.265802264213562,0.0,0.0,0,0.5393399806742463,0.0001461720280285,0.7089173793792725,943.7534105898637,-0.015567660331726074,D
pair_084,SetB,1,457.6567004118978,550.1494366937269,445.5,347.5,0.60035527,3,0.5671678,0.39928287,0.61591375,0.6442153,99.99798910092701,99.99698365139054,99.98765518983895,87.41290000000001,0.47162426,0.5183737,0.5419906,0.2252593,0.26053357,1.9539965,2.1877751,1,3,9,9.433981132056603,10.04987562112089,0.32389195729440395,347.5,-0.4028671979904175,-0.41028353571891785,0.8131507635116577,0.0,0.0,0,0.4477843105846983,0.0006341813784947,0.577567458152771,565.0013274320689,-0.01039963960647583,D
pair_085,SetB,1,493.2118378807493,528.2201001132426,765.0,70.0,0.8085168,4,0.7827816,0.55425686,0.75463146,0.7252636,99.99808054282249,99.98476430865352,99.2895584961218,98.44319999999999,0.7723604,0.8385679,0.84067243,0.5444469,0.5908107,1.5908364,1.8236177,1,6,13,6.0,11.0,1.010198000393982,70.0,-0.030324459075927734,-0.3106803297996521,0.34100478887557983,0.0,0.0,0,0.5727262760170613,0.0002540165424799,0.7852240204811096,768.1959385469308,-0.0024424195289611816,D
pair_086,SetB,1,457.2317665936316,402.1450954048615,242.0,411.0,0.31846762,3,0.17773625,0.07144742,0.22925252,0.71273774,99.9976215647963,99.83576904918485,100.0,97.94319999999999,0.17613195,0.18879502,0.18545276,0.07280828,0.06991532,1.780191,1.8319666,0,7,16,12.041594578792296,12.041594578792296,0.5458388040438312,242.0,-0.1317562311887741,-0.29226797819137573,0.42402422428131104,0.0,0.0,0,0.1567945675230248,0.0003190585612533,0.190004751086235,476.95387617672213,-0.012268498539924566,D
pair_087,SetB,1,561.7446930867666,483.7465478031667,245.0,92.0,0.7882912,3,0.7946093,0.55111897,0.7368749,0.8751163,99.96895790963549,99.99248584320542,98.82261761268171,99.9952,0.5109068,0.72878975,0.7538304,0.4654389,0.56216955,1.7265975,2.554215,0,2,4,13.0,13.0,0.9622660754697736,92.0,-0.019151926040649414,-0.18392020463943481,0.20307213068008423,882.1221338887508,656.1093684406064,1,0.6146850836980006,0.0003944955522201,0.8283061981201172,850.9665052476596,-0.033696889877319336,D
pair_088,SetB,1,583.2712298593958,635.7661564221528,586.0,915.0,0.58876526,3,0.5253053,0.35305262,0.48429424,0.8489319,100.0,99.99948929107218,99.99906702928129,99.95960000000001,0.35942864,0.40744972,0.45563367,0.14046963,0.18626748,2.0698318,2.4596171,3,4,4,6.0,8.0,0.8476343551319756,85.0,-0.20238912105560303,-0.27926719188690186,0.4816563129425049,0.0,0.0,0,0.4204840092817238,0.0004775864555627,0.5253052711486816,1086.5638499416405,0.0,D
pair_089,SetB,1,614.8318201722535,401.1196743368377,615.0,401.0,0.8571295,4,0.8145054,0.554,0.8254267,0.842336,100.0,100.0,100.0,99.9843,0.5229224,0.6778661,0.78360057,0.5437052,0.5631501,1.8604822,2.5920703,0,0,0,54.08326913195984,55.14526271584895,0.30348640826238,385.0,-0.03104645013809204,-0.19919759035110474,0.23024404048919678,614.3638651732482,401.6271612520114,1,0.619230581359522,0.8715941453377088,0.814505398273468,0.8933077598627582,0.0,A
pair_090,SetB,1,348.0227842198753,417.5201754337889,928.0,720.0,0.52790344,3,0.47835344,0.32927358,0.50667286,0.6341338,100.0,100.0,99.9989705167434,93.30279999999999,0.29892677,0.3395896,0.40205777,0.14118204,0.19080299,2.0654073,2.4718013,1,3,5,7.0710678118654755,10.04987562112089,0.9624635058016486,72.0,-0.2311943769454956,-0.28599727153778076,0.5171916484832764,0.0,0.0,0,0.3815566395289899,0.0026089003134496,0.4783534407615661,1174.556937742909,5.551115123125783e-17,D
pair_091,SetB,1,379.7392538864404,530.2769969644571,888.0,606.0,0.77139163,4,0.7637371,0.571507,0.7772804,0.528754,99.99274577262874,99.96622622010753,99.98706525023722,76.4473,0.7481742,0.76199365,0.78645664,0.5821007,0.5824534,1.6417221,1.7476382,0,2,2,13.038404810405298,16.0312195418814,0.8044376918071405,112.0,-0.03241008520126343,-0.32222986221313477,0.3546399474143982,0.0,0.0,0,0.5696502616026172,0.0011679497454436,0.7746628522872925,1075.0720906060208,-0.010925769805908203,D
pair_092,SetB,1,394.9167445159693,370.2205651297191,377.0,159.0,0.60697013,3,0.57318556,0.37821025,0.62907094,0.6799419,99.99987403653697,99.99924421922177,99.98554746213435,97.72030000000001,0.5036241,0.5419434,0.55204463,0.25759017,0.28720772,1.9348491,2.1581244,0,2,5,11.40175425099138,12.041594578792296,0.7250103447537835,159.0,-0.3870099186897278,-0.43522292375564575,0.8222328424453735,0.0,0.0,0,0.4490805030589238,0.0001756073196893,0.5775822997093201,409.1576713199937,-0.0043967366218566895,D
pair_093,SetB,1,567.0186268370562,513.5688143928033,567.5,513.5,0.8433956,4,0.7963956,0.46913746,0.8070265,0.9298372,99.9998714527383,100.0,99.99906298607597,99.9995,0.48111373,0.7314262,0.7221423,0.39570275,0.4653406,1.6434679,2.3037732,2,3,6,7.0,8.0,0.13767352686700518,432.5,-0.07349532842636108,-0.15270555019378662,0.2262008786201477,185.47554040085012,496.4780560868721,1,0.6066730590680376,0.0009776471926178,0.7994011044502258,382.4034967238194,-0.003005504608154297,B
pair_094,SetB,1,449.5703586355875,474.1917687819448,229.5,313.5,0.49111843,3,0.47718358,0.19744107,0.48250768,0.6412119,99.99961783244756,99.99961783244756,99.97463136935912,90.2192,0.4587807,0.49027982,0.4838803,0.2020692,0.20736715,1.8503357,2.0140038,0,2,15,11.704699910719626,17.72004514666935,0.657122515213107,229.5,-0.2701007127761841,-0.39647188782691956,0.6665725708007812,0.0,0.0,0,0.321153317683141,0.0001468534047714,0.4782091677188873,388.5260609019683,-0.0010255873203277033,D
pair_095,SetB,1,631.1139006707233,614.2538407644836,880.0,147.0,0.78315824,3,0.80576473,0.52649456,0.8114367,0.78614813,99.99964167338528,99.99964167338528,99.99709469939077,99.8158,0.46005514,0.63074565,0.7547815,0.4771176,0.5151333,1.7885088,2.560426,2,2,4,6.0,6.082762530298219,1.037321550918518,120.0,-0.03885871171951294,-0.1645391583442688,0.20339787006378174,631.5490590607264,613.6457480840676,1,0.6311533797449954,0.7480223088267285,0.8129181861877441,528.6644722870542,-0.007153451442718506,A
pair_096,SetB,1,505.2391638206021,450.6249223056501,241.0,475.0,0.56284255,3,0.59691644,0.36606488,0.57068485,0.49134308,99.99836247498051,99.99962210961088,99.93548387096774,53.0376,0.4104825,0.46927637,0.5247181,0.23818639,0.2709725,1.9452852,2.2151127,3,5,9,8.0,10.0,0.520407532612663,241.0,-0.3005664646625519,-0.36334729194641113,0.6639137268066406,0.0,0.0,0,0.4802133083206995,0.0004496844840292,0.6140276789665222,532.6405917689714,-0.017111241817474365,D
pair_097,SetB,1,537.0184363712208,462.41633390964097,396.5,252.5,0.74849665,4,0.7682968,0.40348315,0.7939027,0.5997071,99.99820444435932,99.98970548099344,99.99843229472859,88.62679999999999,0.5400923,0.6586139,0.74747586,0.382373,0.4195722,1.7343676,2.159636,0,2,5,11.0,11.045361017187261,0.5365389081883997,252.5,-0.02559131383895874,-0.17216044664382935,0.19775176048278809,0.0,0.0,0,0.5790623077298742,0.0003871635695806,0.7719941735267639,470.072866691963,-0.0036973953247070312,D
pair_098,SetB,1,461.6327010787445,639.9432626594256,720.5,372.5,0.5036464,4,0.40049416,0.17293026,0.4115619,0.6896422,99.99975308641976,99.9979012345679,99.9942928628826,97.88419999999999,0.2720297,0.30622813,0.35932976,0.10204051,0.121823,1.9008633,2.217988,1,6,11,9.848857801796104,10.04987562112089,0.5094173141933831,279.5,-0.20485994219779968,-0.29009145498275757,0.49495139718055725,0.0,0.0,0,0.3115607396187894,0.0002559875088592,0.4054003655910492,811.0958636314206,-0.004906207323074341,D
pair_099,SetB,1,416.78169962655215,408.8498950698431,417.0,409.0,0.7843927,4,0.7442546,0.38715777,0.7632089,0.8723618,100.0,100.0,100.0,99.99749999999999,0.418066,0.642014,0.6604018,0.30033726,0.35261324,1.762083,2.5608282,1,2,3,7.0,15.033296378372908,0.2463331078032346,409.0,-0.07491815090179443,-0.11968761682510376,0.1946057677268982,0.0,0.0,0,0.5746853565135602,0.5843215231846093,0.7442545890808105,584.0975945850146,0.0,B
pair_100,SetB,1,496.712138592475,472.12093617651897,481.5,225.5,0.6569448,3,0.6249336,0.45309788,0.62450045,0.75021756,100.0,99.99987599267861,99.99977122594298,99.7254,0.3685221,0.4331165,0.5281679,0.20545927,0.26665813,2.17575,2.6739798,2,3,3,7.0710678118654755,10.0,0.5502453997990351,225.5,-0.29888099431991577,-0.325580358505249,0.6244613528251648,0.0,0.0,0,0.4811358692652513,0.0022475833491509,0.6249336004257202,531.6883485652098,0.0,D
pair_101,SetB,1,617.5774100773461,658.7671096154937,618.0,659.0,0.6908612,3,0.7192182,0.34284928,0.6914374,0.82567525,99.99859555044847,99.9915733026908,99.40441481744095,99.8657,0.48113236,0.75288934,0.65642273,0.30630407,0.3402075,1.4452513,2.0221624,1,3,8,8.0,11.0,0.39600505047284434,341.0,-0.030573010444641113,-0.14915567636489868,0.1797286868095398,0.0,0.0,0,0.5498462276566013,0.0102749273699529,0.723534345626831,903.4406455324003,-0.004316151142120361,B
pair_102,SetB,1,558.7407932360767,654.2146527026613,863.0,355.0,0.5911881,4,0.54461944,0.3233948,0.57245785,0.5261547,99.99029653037123,99.99233936608253,99.99206974889093,49.9907,0.4193502,0.4625089,0.49361885,0.17186375,0.20113704,1.9995533,2.2662673,0,2,4,11.045361017187261,17.029386365926403,0.7817774619416961,137.0,-0.2725866734981537,-0.3247799873352051,0.5973666906356812,0.0,0.0,0,0.4706845532848951,0.0002509210476271,0.582554817199707,933.1634369176709,-0.03793537616729736,D
pair_103,SetB,1,461.1148644304402,582.1891739864284,461.0,582.0,0.78994566,4,0.7669838,0.4218599,0.7835851,0.7965966,100.0,99.99892970415833,99.99988849353653,99.8554,0.5234838,0.6436478,0.730643,0.40891108,0.42601466,1.8081559,2.422441,0,0,1,33.06055050963308,54.08326913195984,0.18160396471443016,418.0,-0.05130797624588013,-0.1871851086616516,0.23849308490753174,461.0929401722195,582.6054297251764,1,0.585811847914803,0.7822920374111306,0.7669838070869446,0.6125218589889722,0.0,A
pair_104,SetB,1,460.7330676441381,384.13561333368057,687.0,805.0,0.4155399,3,0.335621,0.1466734,0.35255238,0.7044685,99.9899436969668,99.99153798891108,99.97385900227768,95.82979999999999,0.3076793,0.3192714,0.33005148,0.13575478,0.14624265,1.6392953,1.7343118,0,4,15,11.704699910719626,11.704699910719626,0.7155249820935675,195.0,-0.22477591037750244,-0.37481066584587097,0.5995866060256958,0.0,0.0,0,0.2553746463343549,0.061730152279998,0.3564460873603821,1058.297689688492,-0.020825088024139404,D
pair_105,SetB,1,390.3853169977744,437.6805911482167,212.5,955.5,0.7666929,4,0.7147967,0.45654798,0.80897945,0.7029058,99.96155324875048,99.97567412343781,99.98987430789225,98.0015,0.4519556,0.5472739,0.65853775,0.41507423,0.43882823,1.5853096,1.8741757,0,1,2,10.04987562112089,21.095023109728988,1.0772864057436167,44.5,-0.03430759906768799,-0.1769283413887024,0.21123594045639038,498.1838159755205,783.4074116347776,1,0.5960570673186759,0.0009826354035788,0.7860528826713562,333.5132706213906,-0.07125616073608398,D
pair_106,SetB,1,352.88208754607297,448.0910614383217,822.0,473.0,0.4882687,4,0.3559329,0.15603687,0.25079393,0.87262106,99.99080216185988,99.94910529562465,98.99539009187993,99.9928,0.23682925,0.26055238,0.3039028,0.09274417,0.11194111,1.7838216,2.0602992,0,3,5,14.035668847618199,14.035668847618199,0.6462600095936619,178.0,-0.16816061735153198,-0.27252697944641113,0.4406875967979431,0.0,0.0,0,0.3122886821244371,0.0002137676700204,0.3855090737342834,948.3738714241341,-0.029576182365417425,D
